this_class,next_class,observed_share,expected_share,relative_deviation,same_class
7,11,0.03750987437249955,0.015625,1.4006319598399712,False
11,13,0.037140381724129146,0.015625,1.3769844303442653,False
17,19,0.03711489947251739,0.015625,1.3753535662411132,False
29,1,0.03698748821445863,0.015625,1.3671992457253523,False
23,29,0.03684733583059399,0.015625,1.3582294931580154,False
