p,gap,res_mod30,next_res_mod30
28663,6,13,19
28669,18,19,7
28687,10,7,17
28697,6,17,23
28703,8,23,1
28711,12,1,13
28723,6,13,19
28729,22,19,11
28751,2,11,13
28753,6,13,19
28759,12,19,1
28771,18,1,19
28789,4,19,23
28793,14,23,7
28807,6,7,13
28813,4,13,17
28817,20,17,7
28837,6,7,13
28843,16,13,29
28859,8,29,7
28867,4,7,11
28871,8,11,19
28879,22,19,11
28901,8,11,19
28909,12,19,1
28921,6,1,7
28927,6,7,13
28933,16,13,29
28949,12,29,11
28961,18,11,29
28979,30,29,29
29009,8,29,7
29017,4,7,11
29021,2,11,13
29023,4,13,17
29027,6,17,23
29033,26,23,19
29059,4,19,23
29063,14,23,7
29077,24,7,1
29101,22,1,23
29123,6,23,29
29129,2,29,1
29131,6,1,7
29137,10,7,17
29147,6,17,23
29153,14,23,7
29167,6,7,13
29173,6,13,19
29179,12,19,1
29191,10,1,11
29201,6,11,17
29207,2,17,19
29209,12,19,1
29221,10,1,11
29231,12,11,23
29243,8,23,1
29251,18,1,19
29269,18,19,7
29287,10,7,17
29297,6,17,23
29303,8,23,1
29311,16,1,17
29327,6,17,23
29333,6,23,29
29339,8,29,7
29347,16,7,23
29363,20,23,13
29383,4,13,17
29387,2,17,19
29389,10,19,29
29399,2,29,1
29401,10,1,11
29411,12,11,23
29423,6,23,29
29429,8,29,7
29437,6,7,13
29443,10,13,23
29453,20,23,13
29473,10,13,23
29483,18,23,11
29501,26,11,7
29527,4,7,11
29531,6,11,17
29537,30,17,17
29567,2,17,19
29569,4,19,23
29573,8,23,1
29581,6,1,7
29587,12,7,19
29599,12,19,1
29611,18,1,19
29629,4,19,23
29633,8,23,1
29641,22,1,23
29663,6,23,29
29669,2,29,1
29671,12,1,13
29683,34,13,17
29717,6,17,23
29723,18,23,11
29741,12,11,23
29753,6,23,29
29759,2,29,1
29761,28,1,29
29789,14,29,13
29803,16,13,29
29819,14,29,13
29833,4,13,17
29837,14,17,1
29851,12,1,13
29863,4,13,17
29867,6,17,23
29873,6,23,29
29879,2,29,1
29881,36,1,7
29917,4,7,11
29921,6,11,17
29927,20,17,7
29947,12,7,19
29959,24,19,13
29983,6,13,19
29989,22,19,11
30011,2,11,13
30013,16,13,29
30029,18,29,17
30047,12,17,29
30059,12,29,11
30071,18,11,29
30089,2,29,1
30091,6,1,7
30097,6,7,13
30103,6,13,19
30109,4,19,23
30113,6,23,29
30119,14,29,13
30133,4,13,17
30137,2,17,19
30139,22,19,11
30161,8,11,19
30169,12,19,1
30181,6,1,7
30187,10,7,17
30197,6,17,23
30203,8,23,1
30211,12,1,13
30223,18,13,1
30241,12,1,13
30253,6,13,19
30259,10,19,29
30269,2,29,1
30271,22,1,23
30293,14,23,7
30307,6,7,13
30313,6,13,19
30319,4,19,23
30323,18,23,11
30341,6,11,17
30347,20,17,7
30367,22,7,29
30389,2,29,1
30391,12,1,13
30403,24,13,7
30427,4,7,11
30431,18,11,29
30449,18,29,17
30467,2,17,19
30469,22,19,11
30491,2,11,13
30493,4,13,17
30497,12,17,29
30509,8,29,7
30517,12,7,19
30529,10,19,29
30539,14,29,13
30553,4,13,17
30557,2,17,19
30559,18,19,7
30577,16,7,23
30593,38,23,1
30631,6,1,7
30637,6,7,13
30643,6,13,19
30649,12,19,1
30661,10,1,11
30671,6,11,17
30677,12,17,29
30689,8,29,7
30697,6,7,13
30703,4,13,17
30707,6,17,23
30713,14,23,7
30727,30,7,7
30757,6,7,13
30763,10,13,23
30773,8,23,1
30781,22,1,23
30803,6,23,29
30809,8,29,7
30817,12,7,19
30829,10,19,29
30839,2,29,1
30841,10,1,11
30851,2,11,13
30853,6,13,19
30859,10,19,29
30869,2,29,1
30871,10,1,11
30881,12,11,23
30893,18,23,11
30911,20,11,1
30931,6,1,7
30937,4,7,11
30941,8,11,19
30949,22,19,11
30971,6,11,17
30977,6,17,23
30983,30,23,23
31013,6,23,29
31019,14,29,13
31033,6,13,19
31039,12,19,1
31051,12,1,13
31063,6,13,19
31069,10,19,29
31079,2,29,1
31081,10,1,11
31091,30,11,11
31121,2,11,13
31123,16,13,29
31139,8,29,7
31147,4,7,11
31151,2,11,13
31153,6,13,19
31159,18,19,7
31177,4,7,11
31181,2,11,13
31183,6,13,19
31189,4,19,23
31193,26,23,19
31219,4,19,23
31223,8,23,1
31231,6,1,7
31237,10,7,17
31247,2,17,19
31249,4,19,23
31253,6,23,29
31259,8,29,7
31267,4,7,11
31271,6,11,17
31277,30,17,17
31307,12,17,29
31319,2,29,1
31321,6,1,7
31327,6,7,13
31333,4,13,17
31337,20,17,7
31357,22,7,29
31379,8,29,7
31387,4,7,11
31391,2,11,13
31393,4,13,17
31397,72,17,29
31469,8,29,7
31477,4,7,11
31481,8,11,19
31489,22,19,11
31511,2,11,13
31513,4,13,17
31517,14,17,1
31531,10,1,11
31541,2,11,13
31543,4,13,17
31547,20,17,7
31567,6,7,13
31573,10,13,23
31583,18,23,11
31601,6,11,17
31607,20,17,7
31627,16,7,23
31643,6,23,29
31649,8,29,7
31657,6,7,13
31663,4,13,17
31667,20,17,7
31687,12,7,19
31699,22,19,11
31721,2,11,13
31723,4,13,17
31727,2,17,19
31729,12,19,1
31741,10,1,11
31751,18,11,29
31769,2,29,1
31771,22,1,23
31793,6,23,29
31799,18,29,17
31817,30,17,17
31847,2,17,19
31849,10,19,29
31859,14,29,13
31873,10,13,23
31883,8,23,1
31891,16,1,17
31907,50,17,7
31957,6,7,13
31963,10,13,23
31973,8,23,1
31981,10,1,11
31991,12,11,23
32003,6,23,29
32009,18,29,17
32027,2,17,19
32029,22,19,11
32051,6,11,17
32057,2,17,19
32059,4,19,23
32063,6,23,29
32069,8,29,7
32077,6,7,13
32083,6,13,19
32089,10,19,29
32099,18,29,17
32117,2,17,19
32119,22,19,11
32141,2,11,13
32143,16,13,29
32159,14,29,13
32173,10,13,23
32183,6,23,29
32189,2,29,1
32191,12,1,13
32203,10,13,23
32213,20,23,13
32233,4,13,17
32237,14,17,1
32251,6,1,7
32257,4,7,11
32261,36,11,17
32297,2,17,19
32299,4,19,23
32303,6,23,29
32309,12,29,11
32321,2,11,13
32323,4,13,17
32327,14,17,1
32341,12,1,13
32353,6,13,19
32359,4,19,23
32363,6,23,29
32369,2,29,1
32371,6,1,7
32377,4,7,11
32381,20,11,1
32401,10,1,11
32411,2,11,13
32413,10,13,23
32423,6,23,29
32429,12,29,11
32441,2,11,13
32443,24,13,7
32467,12,7,19
32479,12,19,1
32491,6,1,7
32497,6,7,13
32503,4,13,17
32507,24,17,11
32531,2,11,13
32533,4,13,17
32537,24,17,11
32561,2,11,13
32563,6,13,19
32569,4,19,23
32573,6,23,29
32579,8,29,7
32587,16,7,23
32603,6,23,29
32609,2,29,1
32611,10,1,11
32621,12,11,23
32633,14,23,7
32647,6,7,13
32653,34,13,17
32687,6,17,23
32693,14,23,7
32707,6,7,13
32713,4,13,17
32717,2,17,19
32719,30,19,19
32749,22,19,11
32771,8,11,19
32779,4,19,23
32783,6,23,29
32789,8,29,7
32797,4,7,11
32801,2,11,13
32803,28,13,11
32831,2,11,13
32833,6,13,19
32839,4,19,23
32843,26,23,19
32869,18,19,7
32887,22,7,29
32909,2,29,1
32911,6,1,7
32917,16,7,23
32933,6,23,29
32939,2,29,1
32941,16,1,17
32957,12,17,29
32969,2,29,1
32971,12,1,13
32983,4,13,17
32987,6,17,23
32993,6,23,29
32999,14,29,13
33013,10,13,23
33023,6,23,29
33029,8,29,7
33037,12,7,19
33049,4,19,23
33053,18,23,11
33071,2,11,13
33073,10,13,23
33083,8,23,1
33091,16,1,17
33107,6,17,23
33113,6,23,29
33119,30,29,29
33149,2,29,1
33151,10,1,11
33161,18,11,29
33179,2,29,1
33181,10,1,11
33191,8,11,19
33199,4,19,23
33203,8,23,1
33211,12,1,13
33223,24,13,7
33247,40,7,17
33287,2,17,19
33289,12,19,1
33301,10,1,11
33311,6,11,17
33317,12,17,29
33329,2,29,1
33331,12,1,13
33343,4,13,17
33347,2,17,19
33349,4,19,23
33353,6,23,29
33359,18,29,17
33377,14,17,1
33391,12,1,13
33403,6,13,19
33409,4,19,23
33413,14,23,7
33427,30,7,7
33457,4,7,11
33461,8,11,19
33469,10,19,29
33479,8,29,7
33487,6,7,13
33493,10,13,23
33503,18,23,11
33521,8,11,19
33529,4,19,23
33533,14,23,7
33547,16,7,23
33563,6,23,29
33569,8,29,7
33577,4,7,11
33581,6,11,17
33587,2,17,19
33589,10,19,29
33599,2,29,1
33601,12,1,13
33613,4,13,17
33617,2,17,19
33619,4,19,23
33623,6,23,29
33629,8,29,7
33637,4,7,11
33641,6,11,17
33647,32,17,19
33679,24,19,13
33703,10,13,23
33713,8,23,1
33721,18,1,19
33739,10,19,29
33749,2,29,1
33751,6,1,7
33757,10,7,17
33767,2,17,19
33769,4,19,23
33773,18,23,11
33791,6,11,17
33797,12,17,29
33809,2,29,1
33811,16,1,17
33827,2,17,19
33829,22,19,11
33851,6,11,17
33857,6,17,23
33863,8,23,1
33871,18,1,19
33889,4,19,23
33893,18,23,11
33911,12,11,23
33923,8,23,1
33931,6,1,7
33937,4,7,11
33941,20,11,1
33961,6,1,7
33967,30,7,7
33997,22,7,29
34019,12,29,11
34031,2,11,13
34033,6,13,19
34039,18,19,7
34057,4,7,11
34061,62,11,13
34123,4,13,17
34127,2,17,19
34129,12,19,1
34141,6,1,7
34147,10,7,17
34157,2,17,19
34159,12,19,1
34171,12,1,13
34183,28,13,11
34211,2,11,13
34213,4,13,17
34217,14,17,1
34231,22,1,23
34253,6,23,29
34259,2,29,1
34261,6,1,7
34267,6,7,13
34273,10,13,23
34283,14,23,7
34297,4,7,11
34301,2,11,13
34303,10,13,23
34313,6,23,29
34319,8,29,7
34327,10,7,17
34337,14,17,1
34351,10,1,11
34361,6,11,17
34367,2,17,19
34369,12,19,1
34381,22,1,23
34403,18,23,11
34421,8,11,19
34429,10,19,29
34439,18,29,17
34457,12,17,29
34469,2,29,1
34471,12,1,13
34483,4,13,17
34487,12,17,29
34499,2,29,1
34501,10,1,11
34511,2,11,13
34513,6,13,19
34519,18,19,7
34537,6,7,13
34543,6,13,19
34549,34,19,23
34583,6,23,29
34589,2,29,1
34591,12,1,13
34603,4,13,17
34607,6,17,23
34613,18,23,11
34631,18,11,29
34649,2,29,1
34651,16,1,17
34667,6,17,23
34673,6,23,29
34679,8,29,7
34687,6,7,13
34693,10,13,23
34703,18,23,11
34721,8,11,19
34729,10,19,29
34739,8,29,7
34747,10,7,17
34757,2,17,19
34759,4,19,23
34763,18,23,11
34781,26,11,7
34807,12,7,19
34819,22,19,11
34841,2,11,13
34843,4,13,17
34847,2,17,19
34849,22,19,11
34871,6,11,17
34877,6,17,23
34883,14,23,7
34897,16,7,23
34913,6,23,29
34919,20,29,19
34939,10,19,29
34949,12,29,11
34961,2,11,13
34963,18,13,1
34981,42,1,13
35023,4,13,17
35027,24,17,11
35051,2,11,13
35053,6,13,19
35059,10,19,29
35069,12,29,11
35081,2,11,13
35083,6,13,19
35089,10,19,29
35099,8,29,7
35107,4,7,11
35111,6,11,17
35117,12,17,29
35129,12,29,11
35141,8,11,19
35149,4,19,23
35153,6,23,29
35159,12,29,11
35171,30,11,11
35201,20,11,1
35221,6,1,7
35227,24,7,1
35251,6,1,7
35257,10,7,17
35267,12,17,29
35279,2,29,1
35281,10,1,11
35291,20,11,1
35311,6,1,7
35317,6,7,13
35323,4,13,17
35327,12,17,29
35339,14,29,13
35353,10,13,23
35363,18,23,11
35381,12,11,23
35393,8,23,1
35401,6,1,7
35407,12,7,19
35419,4,19,23
35423,14,23,7
35437,10,7,17
35447,2,17,19
35449,12,19,1
35461,30,1,1
35491,16,1,17
35507,2,17,19
35509,12,19,1
35521,6,1,7
35527,4,7,11
35531,2,11,13
35533,4,13,17
35537,6,17,23
35543,26,23,19
35569,4,19,23
35573,18,23,11
35591,2,11,13
35593,4,13,17
35597,6,17,23
35603,14,23,7
35617,54,7,1
35671,6,1,7
35677,52,7,29
35729,2,29,1
35731,16,1,17
35747,6,17,23
35753,6,23,29
35759,12,29,11
35771,26,11,7
35797,4,7,11
35801,2,11,13
35803,6,13,19
35809,22,19,11
35831,6,11,17
35837,2,17,19
35839,12,19,1
35851,12,1,13
35863,6,13,19
35869,10,19,29
35879,18,29,17
35897,2,17,19
35899,12,19,1
35911,12,1,13
35923,10,13,23
35933,18,23,11
35951,12,11,23
35963,6,23,29
35969,8,29,7
35977,6,7,13
35983,10,13,23
35993,6,23,29
35999,8,29,7
36007,4,7,11
36011,2,11,13
36013,4,13,17
36017,20,17,7
36037,24,7,1
36061,6,1,7
36067,6,7,13
36073,10,13,23
36083,14,23,7
36097,10,7,17
36107,2,17,19
36109,22,19,11
36131,6,11,17
36137,14,17,1
36151,10,1,11
36161,26,11,7
36187,4,7,11
36191,18,11,29
36209,8,29,7
36217,12,7,19
36229,12,19,1
36241,10,1,11
36251,12,11,23
36263,6,23,29
36269,8,29,7
36277,16,7,23
36293,6,23,29
36299,8,29,7
36307,6,7,13
36313,6,13,19
36319,22,19,11
36341,2,11,13
36343,10,13,23
36353,20,23,13
36373,10,13,23
36383,6,23,29
36389,44,29,13
36433,18,13,1
36451,6,1,7
36457,10,7,17
36467,2,17,19
36469,4,19,23
36473,6,23,29
36479,14,29,13
36493,4,13,17
36497,26,17,13
36523,4,13,17
36527,2,17,19
36529,12,19,1
36541,10,1,11
36551,8,11,19
36559,4,19,23
36563,8,23,1
36571,12,1,13
36583,4,13,17
36587,12,17,29
36599,8,29,7
36607,22,7,29
36629,8,29,7
36637,6,7,13
36643,10,13,23
36653,18,23,11
36671,6,11,17
36677,6,17,23
36683,8,23,1
36691,6,1,7
36697,12,7,19
36709,4,19,23
36713,8,23,1
36721,18,1,19
36739,10,19,29
36749,12,29,11
36761,6,11,17
36767,12,17,29
36779,2,29,1
36781,6,1,7
36787,4,7,11
36791,2,11,13
36793,16,13,29
36809,12,29,11
36821,12,11,23
36833,14,23,7
36847,10,7,17
36857,14,17,1
36871,6,1,7
36877,10,7,17
36887,12,17,29
36899,2,29,1
36901,12,1,13
36913,6,13,19
36919,4,19,23
36923,6,23,29
36929,2,29,1
36931,12,1,13
36943,4,13,17
36947,26,17,13
36973,6,13,19
36979,18,19,7
36997,6,7,13
37003,10,13,23
37013,6,23,29
37019,2,29,1
37021,18,1,19
37039,10,19,29
37049,8,29,7
37057,4,7,11
37061,26,11,7
37087,10,7,17
37097,20,17,7
37117,6,7,13
37123,16,13,29
37139,20,29,19
37159,12,19,1
37171,10,1,11
37181,8,11,19
37189,10,19,29
37199,2,29,1
37201,16,1,17
37217,6,17,23
37223,20,23,13
37243,10,13,23
37253,20,23,13
37273,4,13,17
37277,30,17,17
37307,2,17,19
37309,4,19,23
37313,8,23,1
37321,16,1,17
37337,2,17,19
37339,18,19,7
37357,4,7,11
37361,2,11,13
37363,6,13,19
37369,10,19,29
37379,18,29,17
37397,12,17,29
37409,14,29,13
37423,18,13,1
37441,6,1,7
37447,16,7,23
37463,20,23,13
37483,6,13,19
37489,4,19,23
37493,8,23,1
37501,6,1,7
37507,4,7,11
37511,6,11,17
37517,12,17,29
37529,8,29,7
37537,10,7,17
37547,2,17,19
37549,12,19,1
37561,6,1,7
37567,4,7,11
37571,2,11,13
37573,6,13,19
37579,10,19,29
37589,2,29,1
37591,16,1,17
37607,12,17,29
37619,14,29,13
37633,10,13,23
37643,6,23,29
37649,8,29,7
37657,6,7,13
37663,28,13,11
37691,2,11,13
37693,6,13,19
37699,18,19,7
37717,30,7,7
37747,34,7,11
37781,2,11,13
37783,16,13,29
37799,12,29,11
37811,2,11,13
37813,18,13,1
37831,16,1,17
37847,6,17,23
37853,8,23,1
37861,10,1,11
37871,8,11,19
37879,10,19,29
37889,8,29,7
37897,10,7,17
37907,44,17,1
37951,6,1,7
37957,6,7,13
37963,4,13,17
37967,20,17,7
37987,4,7,11
37991,2,11,13
37993,4,13,17
37997,14,17,1
38011,28,1,29
38039,8,29,7
38047,6,7,13
38053,16,13,29
38069,14,29,13
38083,30,13,13
38113,6,13,19
38119,30,19,19
38149,4,19,23
38153,14,23,7
38167,10,7,17
38177,6,17,23
38183,6,23,29
38189,8,29,7
38197,4,7,11
38201,18,11,29
38219,12,29,11
38231,6,11,17
38237,2,17,19
38239,22,19,11
38261,12,11,23
38273,8,23,1
38281,6,1,7
38287,12,7,19
38299,4,19,23
38303,14,23,7
38317,4,7,11
38321,6,11,17
38327,2,17,19
38329,4,19,23
38333,18,23,11
38351,20,11,1
38371,6,1,7
38377,16,7,23
38393,38,23,1
38431,16,1,17
38447,2,17,19
38449,4,19,23
38453,6,23,29
38459,2,29,1
38461,40,1,11
38501,42,11,23
38543,14,23,7
38557,4,7,11
38561,6,11,17
38567,2,17,19
38569,24,19,13
38593,10,13,23
38603,6,23,29
38609,2,29,1
38611,18,1,19
38629,10,19,29
38639,12,29,11
38651,2,11,13
38653,16,13,29
38669,2,29,1
38671,6,1,7
38677,16,7,23
38693,6,23,29
38699,8,29,7
38707,4,7,11
38711,2,11,13
38713,10,13,23
38723,6,23,29
38729,8,29,7
38737,10,7,17
38747,2,17,19
38749,18,19,7
38767,16,7,23
38783,8,23,1
38791,12,1,13
38803,18,13,1
38821,12,1,13
38833,6,13,19
38839,12,19,1
38851,10,1,11
38861,6,11,17
38867,6,17,23
38873,18,23,11
38891,12,11,23
38903,14,23,7
38917,4,7,11
38921,2,11,13
38923,10,13,23
38933,20,23,13
38953,6,13,19
38959,12,19,1
38971,6,1,7
38977,16,7,23
38993,26,23,19
39019,4,19,23
39023,18,23,11
39041,2,11,13
39043,4,13,17
39047,32,17,19
39079,10,19,29
39089,8,29,7
39097,6,7,13
39103,4,13,17
39107,6,17,23
39113,6,23,29
39119,14,29,13
39133,6,13,19
39139,18,19,7
39157,4,7,11
39161,2,11,13
39163,18,13,1
39181,10,1,11
39191,8,11,19
39199,10,19,29
39209,8,29,7
39217,10,7,17
39227,2,17,19
39229,4,19,23
39233,6,23,29
39239,2,29,1
39241,10,1,11
39251,42,11,23
39293,8,23,1
39301,12,1,13
39313,4,13,17
39317,6,17,23
39323,18,23,11
39341,2,11,13
39343,16,13,29
39359,8,29,7
39367,4,7,11
39371,2,11,13
39373,10,13,23
39383,14,23,7
39397,12,7,19
39409,10,19,29
39419,20,29,19
39439,4,19,23
39443,8,23,1
39451,10,1,11
39461,38,11,19
39499,4,19,23
39503,6,23,29
39509,2,29,1
39511,10,1,11
39521,20,11,1
39541,10,1,11
39551,12,11,23
39563,6,23,29
39569,12,29,11
39581,26,11,7
39607,12,7,19
39619,4,19,23
39623,8,23,1
39631,28,1,29
39659,8,29,7
39667,4,7,11
39671,8,11,19
39679,24,19,13
39703,6,13,19
39709,10,19,29
39719,8,29,7
39727,6,7,13
39733,16,13,29
39749,12,29,11
39761,8,11,19
39769,10,19,29
39779,12,29,11
39791,8,11,19
39799,22,19,11
39821,6,11,17
39827,2,17,19
39829,10,19,29
39839,2,29,1
39841,6,1,7
39847,10,7,17
39857,6,17,23
39863,6,23,29
39869,8,29,7
39877,6,7,13
39883,4,13,17
39887,14,17,1
39901,28,1,29
39929,8,29,7
39937,16,7,23
39953,18,23,11
39971,8,11,19
39979,4,19,23
39983,6,23,29
39989,20,29,19
40009,4,19,23
40013,18,23,11
40031,6,11,17
40037,2,17,19
40039,24,19,13
40063,24,13,7
40087,6,7,13
40093,6,13,19
40099,12,19,1
40111,12,1,13
40123,4,13,17
40127,2,17,19
40129,22,19,11
40151,2,11,13
40153,10,13,23
40163,6,23,29
40169,8,29,7
40177,12,7,19
40189,4,19,23
40193,20,23,13
40213,18,13,1
40231,6,1,7
40237,4,7,11
40241,12,11,23
40253,24,23,17
40277,6,17,23
40283,6,23,29
40289,54,29,23
40343,8,23,1
40351,6,1,7
40357,4,7,11
40361,26,11,7
40387,36,7,13
40423,4,13,17
40427,2,17,19
40429,4,19,23
40433,26,23,19
40459,12,19,1
40471,12,1,13
40483,4,13,17
40487,6,17,23
40493,6,23,29
40499,8,29,7
40507,12,7,19
40519,10,19,29
40529,2,29,1
40531,12,1,13
40543,16,13,29
40559,18,29,17
40577,6,17,23
40583,8,23,1
40591,6,1,7
40597,12,7,19
40609,18,19,7
40627,10,7,17
40637,2,17,19
40639,54,19,13
40693,4,13,17
40697,2,17,19
40699,10,19,29
40709,30,29,29
40739,12,29,11
40751,8,11,19
40759,4,19,23
40763,8,23,1
40771,16,1,17
40787,14,17,1
40801,12,1,13
40813,6,13,19
40819,4,19,23
40823,6,23,29
40829,12,29,11
40841,6,11,17
40847,2,17,19
40849,4,19,23
40853,14,23,7
40867,12,7,19
40879,4,19,23
40883,14,23,7
40897,6,7,13
40903,24,13,7
40927,6,7,13
40933,6,13,19
40939,10,19,29
40949,12,29,11
40961,12,11,23
40973,20,23,13
40993,18,13,1
41011,6,1,7
41017,6,7,13
41023,16,13,29
41039,8,29,7
41047,4,7,11
41051,6,11,17
41057,20,17,7
41077,4,7,11
41081,32,11,13
41113,4,13,17
41117,14,17,1
41131,10,1,11
41141,2,11,13
41143,6,13,19
41149,12,19,1
41161,16,1,17
41177,2,17,19
41179,4,19,23
41183,6,23,29
41189,12,29,11
41201,2,11,13
41203,10,13,23
41213,8,23,1
41221,6,1,7
41227,4,7,11
41231,2,11,13
41233,10,13,23
41243,14,23,7
41257,6,7,13
41263,6,13,19
41269,12,19,1
41281,18,1,19
41299,34,19,23
41333,8,23,1
41341,10,1,11
41351,6,11,17
41357,24,17,11
41381,6,11,17
41387,2,17,19
41389,10,19,29
41399,12,29,11
41411,2,11,13
41413,30,13,13
41443,10,13,23
41453,14,23,7
41467,12,7,19
41479,12,19,1
41491,16,1,17
41507,6,17,23
41513,6,23,29
41519,2,29,1
41521,18,1,19
41539,4,19,23
41543,6,23,29
41549,30,29,29
41579,14,29,13
41593,4,13,17
41597,6,17,23
41603,6,23,29
41609,2,29,1
41611,6,1,7
41617,4,7,11
41621,6,11,17
41627,14,17,1
41641,6,1,7
41647,4,7,11
41651,8,11,19
41659,10,19,29
41669,12,29,11
41681,6,11,17
41687,32,17,19
41719,10,19,29
41729,8,29,7
41737,22,7,29
41759,2,29,1
41761,10,1,11
41771,6,11,17
41777,24,17,11
41801,8,11,19
41809,4,19,23
41813,30,23,23
41843,6,23,29
41849,2,29,1
41851,12,1,13
41863,16,13,29
41879,8,29,7
41887,6,7,13
41893,4,13,17
41897,6,17,23
41903,8,23,1
41911,16,1,17
41927,14,17,1
41941,6,1,7
41947,6,7,13
41953,4,13,17
41957,2,17,19
41959,10,19,29
41969,12,29,11
41981,2,11,13
41983,16,13,29
41999,14,29,13
42013,4,13,17
42017,2,17,19
42019,4,19,23
42023,20,23,13
42043,18,13,1
42061,10,1,11
42071,2,11,13
42073,10,13,23
42083,6,23,29
42089,12,29,11
42101,30,11,11
42131,8,11,19
42139,18,19,7
42157,12,7,19
42169,10,19,29
42179,2,29,1
42181,6,1,7
42187,6,7,13
42193,4,13,17
42197,12,17,29
42209,12,29,11
42221,2,11,13
42223,4,13,17
42227,12,17,29
42239,18,29,17
42257,24,17,11
42281,2,11,13
42283,10,13,23
42293,6,23,29
42299,8,29,7
42307,16,7,23
42323,8,23,1
42331,6,1,7
42337,12,7,19
42349,10,19,29
42359,14,29,13
42373,6,13,19
42379,12,19,1
42391,6,1,7
42397,6,7,13
42403,4,13,17
42407,2,17,19
42409,24,19,13
42433,4,13,17
42437,6,17,23
42443,8,23,1
42451,6,1,7
42457,4,7,11
42461,2,11,13
42463,4,13,17
42467,6,17,23
42473,14,23,7
42487,4,7,11
42491,8,11,19
42499,10,19,29
42509,24,29,23
42533,24,23,17
42557,12,17,29
42569,2,29,1
42571,6,1,7
42577,12,7,19
42589,22,19,11
42611,30,11,11
42641,2,11,13
42643,6,13,19
42649,18,19,7
42667,10,7,17
42677,6,17,23
42683,6,23,29
42689,8,29,7
42697,4,7,11
42701,2,11,13
42703,6,13,19
42709,10,19,29
42719,8,29,7
42727,10,7,17
42737,6,17,23
42743,8,23,1
42751,16,1,17
42767,6,17,23
42773,14,23,7
42787,6,7,13
42793,4,13,17
42797,24,17,11
42821,8,11,19
42829,10,19,29
42839,2,29,1
42841,12,1,13
42853,6,13,19
42859,4,19,23
42863,36,23,29
42899,2,29,1
42901,22,1,23
42923,6,23,29
42929,8,29,7
42937,6,7,13
42943,10,13,23
42953,8,23,1
42961,6,1,7
42967,12,7,19
42979,10,19,29
42989,14,29,13
43003,10,13,23
43013,6,23,29
43019,18,29,17
43037,12,17,29
43049,2,29,1
43051,12,1,13
43063,4,13,17
43067,26,17,13
43093,10,13,23
43103,14,23,7
43117,16,7,23
43133,18,23,11
43151,8,11,19
43159,18,19,7
43177,12,7,19
43189,12,19,1
43201,6,1,7
43207,16,7,23
43223,14,23,7
43237,24,7,1
43261,10,1,11
43271,12,11,23
43283,8,23,1
43291,22,1,23
43313,6,23,29
43319,2,29,1
43321,10,1,11
43331,60,11,11
43391,6,11,17
43397,2,17,19
43399,4,19,23
43403,8,23,1
43411,16,1,17
43427,14,17,1
43441,10,1,11
43451,6,11,17
43457,24,17,11
43481,6,11,17
43487,12,17,29
43499,18,29,17
43517,24,17,11
43541,2,11,13
43543,30,13,13
43573,4,13,17
43577,2,17,19
43579,12,19,1
43591,6,1,7
43597,10,7,17
43607,2,17,19
43609,4,19,23
43613,14,23,7
43627,6,7,13
43633,16,13,29
43649,2,29,1
43651,10,1,11
43661,8,11,19
43669,22,19,11
43691,20,11,1
43711,6,1,7
43717,4,7,11
43721,32,11,13
43753,6,13,19
43759,18,19,7
43777,4,7,11
43781,2,11,13
43783,4,13,17
43787,2,17,19
43789,4,19,23
43793,8,23,1
43801,52,1,23
43853,14,23,7
43867,22,7,29
43889,2,29,1
43891,22,1,23
43913,20,23,13
43933,10,13,23
43943,8,23,1
43951,10,1,11
43961,2,11,13
43963,6,13,19
43969,4,19,23
43973,14,23,7
43987,4,7,11
43991,6,11,17
43997,20,17,7
44017,4,7,11
44021,6,11,17
44027,2,17,19
44029,12,19,1
44041,12,1,13
44053,6,13,19
44059,12,19,1
44071,16,1,17
44087,2,17,19
44089,12,19,1
44101,10,1,11
44111,8,11,19
44119,4,19,23
44123,6,23,29
44129,2,29,1
44131,28,1,29
44159,12,29,11
44171,8,11,19
44179,10,19,29
44189,12,29,11
44201,2,11,13
44203,4,13,17
44207,14,17,1
44221,28,1,29
44249,8,29,7
44257,6,7,13
44263,4,13,17
44267,2,17,19
44269,4,19,23
44273,6,23,29
44279,2,29,1
44281,12,1,13
44293,58,13,11
44351,6,11,17
44357,14,17,1
44371,10,1,11
44381,2,11,13
44383,6,13,19
44389,28,19,17
44417,32,17,19
44449,4,19,23
44453,30,23,23
44483,8,23,1
44491,6,1,7
44497,4,7,11
44501,6,11,17
44507,12,17,29
44519,12,29,11
44531,2,11,13
44533,4,13,17
44537,6,17,23
44543,6,23,29
44549,14,29,13
44563,16,13,29
44579,8,29,7
44587,30,7,7
44617,4,7,11
44621,2,11,13
44623,10,13,23
44633,8,23,1
44641,6,1,7
44647,4,7,11
44651,6,11,17
44657,26,17,13
44683,4,13,17
44687,12,17,29
44699,2,29,1
44701,10,1,11
44711,18,11,29
44729,12,29,11
44741,12,11,23
44753,18,23,11
44771,2,11,13
44773,4,13,17
44777,12,17,29
44789,8,29,7
44797,12,7,19
44809,10,19,29
44819,20,29,19
44839,4,19,23
44843,8,23,1
44851,16,1,17
44867,12,17,29
44879,8,29,7
44887,6,7,13
44893,16,13,29
44909,8,29,7
44917,10,7,17
44927,12,17,29
44939,14,29,13
44953,6,13,19
44959,4,19,23
44963,8,23,1
44971,12,1,13
44983,4,13,17
44987,20,17,7
