p,gap,res_mod6,next_res_mod6
28627,4,1,5
28631,12,5,5
28643,6,5,5
28649,8,5,1
28657,4,1,5
28661,2,5,1
28663,6,1,1
28669,18,1,1
28687,10,1,5
28697,6,5,5
28703,8,5,1
28711,12,1,1
28723,6,1,1
28729,22,1,5
28751,2,5,1
28753,6,1,1
28759,12,1,1
28771,18,1,1
28789,4,1,5
28793,14,5,1
28807,6,1,1
28813,4,1,5
28817,20,5,1
28837,6,1,1
28843,16,1,5
28859,8,5,1
28867,4,1,5
28871,8,5,1
28879,22,1,5
28901,8,5,1
28909,12,1,1
28921,6,1,1
28927,6,1,1
28933,16,1,5
28949,12,5,5
28961,18,5,5
28979,30,5,5
29009,8,5,1
29017,4,1,5
29021,2,5,1
29023,4,1,5
29027,6,5,5
29033,26,5,1
29059,4,1,5
29063,14,5,1
29077,24,1,1
29101,22,1,5
29123,6,5,5
29129,2,5,1
29131,6,1,1
29137,10,1,5
29147,6,5,5
29153,14,5,1
29167,6,1,1
29173,6,1,1
29179,12,1,1
29191,10,1,5
29201,6,5,5
29207,2,5,1
29209,12,1,1
29221,10,1,5
29231,12,5,5
29243,8,5,1
29251,18,1,1
29269,18,1,1
29287,10,1,5
29297,6,5,5
29303,8,5,1
29311,16,1,5
29327,6,5,5
29333,6,5,5
29339,8,5,1
29347,16,1,5
29363,20,5,1
29383,4,1,5
29387,2,5,1
29389,10,1,5
29399,2,5,1
29401,10,1,5
29411,12,5,5
29423,6,5,5
29429,8,5,1
29437,6,1,1
29443,10,1,5
29453,20,5,1
29473,10,1,5
29483,18,5,5
29501,26,5,1
29527,4,1,5
29531,6,5,5
29537,30,5,5
29567,2,5,1
29569,4,1,5
29573,8,5,1
29581,6,1,1
29587,12,1,1
29599,12,1,1
29611,18,1,1
29629,4,1,5
29633,8,5,1
29641,22,1,5
29663,6,5,5
29669,2,5,1
29671,12,1,1
29683,34,1,5
29717,6,5,5
29723,18,5,5
29741,12,5,5
29753,6,5,5
29759,2,5,1
29761,28,1,5
29789,14,5,1
29803,16,1,5
29819,14,5,1
29833,4,1,5
29837,14,5,1
29851,12,1,1
29863,4,1,5
29867,6,5,5
29873,6,5,5
29879,2,5,1
29881,36,1,1
29917,4,1,5
29921,6,5,5
29927,20,5,1
29947,12,1,1
29959,24,1,1
29983,6,1,1
29989,22,1,5
30011,2,5,1
30013,16,1,5
30029,18,5,5
30047,12,5,5
30059,12,5,5
30071,18,5,5
30089,2,5,1
30091,6,1,1
30097,6,1,1
30103,6,1,1
30109,4,1,5
30113,6,5,5
30119,14,5,1
30133,4,1,5
30137,2,5,1
30139,22,1,5
30161,8,5,1
30169,12,1,1
30181,6,1,1
30187,10,1,5
30197,6,5,5
30203,8,5,1
30211,12,1,1
30223,18,1,1
30241,12,1,1
30253,6,1,1
30259,10,1,5
30269,2,5,1
30271,22,1,5
30293,14,5,1
30307,6,1,1
30313,6,1,1
30319,4,1,5
30323,18,5,5
30341,6,5,5
30347,20,5,1
30367,22,1,5
30389,2,5,1
30391,12,1,1
30403,24,1,1
30427,4,1,5
30431,18,5,5
30449,18,5,5
30467,2,5,1
30469,22,1,5
30491,2,5,1
30493,4,1,5
30497,12,5,5
30509,8,5,1
30517,12,1,1
30529,10,1,5
30539,14,5,1
30553,4,1,5
30557,2,5,1
30559,18,1,1
30577,16,1,5
30593,38,5,1
30631,6,1,1
30637,6,1,1
30643,6,1,1
30649,12,1,1
30661,10,1,5
30671,6,5,5
30677,12,5,5
30689,8,5,1
30697,6,1,1
30703,4,1,5
30707,6,5,5
30713,14,5,1
30727,30,1,1
30757,6,1,1
30763,10,1,5
30773,8,5,1
30781,22,1,5
30803,6,5,5
30809,8,5,1
30817,12,1,1
30829,10,1,5
30839,2,5,1
30841,10,1,5
30851,2,5,1
30853,6,1,1
30859,10,1,5
30869,2,5,1
30871,10,1,5
30881,12,5,5
30893,18,5,5
30911,20,5,1
30931,6,1,1
30937,4,1,5
30941,8,5,1
30949,22,1,5
30971,6,5,5
30977,6,5,5
30983,30,5,5
31013,6,5,5
31019,14,5,1
31033,6,1,1
31039,12,1,1
31051,12,1,1
31063,6,1,1
31069,10,1,5
31079,2,5,1
31081,10,1,5
31091,30,5,5
31121,2,5,1
31123,16,1,5
31139,8,5,1
31147,4,1,5
31151,2,5,1
31153,6,1,1
31159,18,1,1
31177,4,1,5
31181,2,5,1
31183,6,1,1
31189,4,1,5
31193,26,5,1
31219,4,1,5
31223,8,5,1
31231,6,1,1
31237,10,1,5
31247,2,5,1
31249,4,1,5
31253,6,5,5
31259,8,5,1
31267,4,1,5
31271,6,5,5
31277,30,5,5
31307,12,5,5
31319,2,5,1
31321,6,1,1
31327,6,1,1
31333,4,1,5
31337,20,5,1
31357,22,1,5
31379,8,5,1
31387,4,1,5
31391,2,5,1
31393,4,1,5
31397,72,5,5
31469,8,5,1
31477,4,1,5
31481,8,5,1
31489,22,1,5
31511,2,5,1
31513,4,1,5
31517,14,5,1
31531,10,1,5
31541,2,5,1
31543,4,1,5
31547,20,5,1
31567,6,1,1
31573,10,1,5
31583,18,5,5
31601,6,5,5
31607,20,5,1
31627,16,1,5
31643,6,5,5
31649,8,5,1
31657,6,1,1
31663,4,1,5
31667,20,5,1
31687,12,1,1
31699,22,1,5
31721,2,5,1
31723,4,1,5
31727,2,5,1
31729,12,1,1
31741,10,1,5
31751,18,5,5
31769,2,5,1
31771,22,1,5
31793,6,5,5
31799,18,5,5
31817,30,5,5
31847,2,5,1
31849,10,1,5
31859,14,5,1
31873,10,1,5
31883,8,5,1
31891,16,1,5
31907,50,5,1
31957,6,1,1
31963,10,1,5
31973,8,5,1
31981,10,1,5
31991,12,5,5
32003,6,5,5
32009,18,5,5
32027,2,5,1
32029,22,1,5
32051,6,5,5
32057,2,5,1
32059,4,1,5
32063,6,5,5
32069,8,5,1
32077,6,1,1
32083,6,1,1
32089,10,1,5
32099,18,5,5
32117,2,5,1
32119,22,1,5
32141,2,5,1
32143,16,1,5
32159,14,5,1
32173,10,1,5
32183,6,5,5
32189,2,5,1
32191,12,1,1
32203,10,1,5
32213,20,5,1
32233,4,1,5
32237,14,5,1
32251,6,1,1
32257,4,1,5
32261,36,5,5
32297,2,5,1
32299,4,1,5
32303,6,5,5
32309,12,5,5
32321,2,5,1
32323,4,1,5
32327,14,5,1
32341,12,1,1
32353,6,1,1
32359,4,1,5
32363,6,5,5
32369,2,5,1
32371,6,1,1
32377,4,1,5
32381,20,5,1
32401,10,1,5
32411,2,5,1
32413,10,1,5
32423,6,5,5
32429,12,5,5
32441,2,5,1
32443,24,1,1
32467,12,1,1
32479,12,1,1
32491,6,1,1
32497,6,1,1
32503,4,1,5
32507,24,5,5
32531,2,5,1
32533,4,1,5
32537,24,5,5
32561,2,5,1
32563,6,1,1
32569,4,1,5
32573,6,5,5
32579,8,5,1
32587,16,1,5
32603,6,5,5
32609,2,5,1
32611,10,1,5
32621,12,5,5
32633,14,5,1
32647,6,1,1
32653,34,1,5
32687,6,5,5
32693,14,5,1
32707,6,1,1
32713,4,1,5
32717,2,5,1
32719,30,1,1
32749,22,1,5
32771,8,5,1
32779,4,1,5
32783,6,5,5
32789,8,5,1
32797,4,1,5
32801,2,5,1
32803,28,1,5
32831,2,5,1
32833,6,1,1
32839,4,1,5
32843,26,5,1
32869,18,1,1
32887,22,1,5
32909,2,5,1
32911,6,1,1
32917,16,1,5
32933,6,5,5
32939,2,5,1
32941,16,1,5
32957,12,5,5
32969,2,5,1
32971,12,1,1
32983,4,1,5
32987,6,5,5
32993,6,5,5
32999,14,5,1
33013,10,1,5
33023,6,5,5
33029,8,5,1
33037,12,1,1
33049,4,1,5
33053,18,5,5
33071,2,5,1
33073,10,1,5
33083,8,5,1
33091,16,1,5
33107,6,5,5
33113,6,5,5
33119,30,5,5
33149,2,5,1
33151,10,1,5
33161,18,5,5
33179,2,5,1
33181,10,1,5
33191,8,5,1
33199,4,1,5
33203,8,5,1
33211,12,1,1
33223,24,1,1
33247,40,1,5
33287,2,5,1
33289,12,1,1
33301,10,1,5
33311,6,5,5
33317,12,5,5
33329,2,5,1
33331,12,1,1
33343,4,1,5
33347,2,5,1
33349,4,1,5
33353,6,5,5
33359,18,5,5
33377,14,5,1
33391,12,1,1
33403,6,1,1
33409,4,1,5
33413,14,5,1
33427,30,1,1
33457,4,1,5
33461,8,5,1
33469,10,1,5
33479,8,5,1
33487,6,1,1
33493,10,1,5
33503,18,5,5
33521,8,5,1
33529,4,1,5
33533,14,5,1
33547,16,1,5
33563,6,5,5
33569,8,5,1
33577,4,1,5
33581,6,5,5
33587,2,5,1
33589,10,1,5
33599,2,5,1
33601,12,1,1
33613,4,1,5
33617,2,5,1
33619,4,1,5
33623,6,5,5
33629,8,5,1
33637,4,1,5
33641,6,5,5
33647,32,5,1
33679,24,1,1
33703,10,1,5
33713,8,5,1
33721,18,1,1
33739,10,1,5
33749,2,5,1
33751,6,1,1
33757,10,1,5
33767,2,5,1
33769,4,1,5
33773,18,5,5
33791,6,5,5
33797,12,5,5
33809,2,5,1
33811,16,1,5
33827,2,5,1
33829,22,1,5
33851,6,5,5
33857,6,5,5
33863,8,5,1
33871,18,1,1
33889,4,1,5
33893,18,5,5
33911,12,5,5
33923,8,5,1
33931,6,1,1
33937,4,1,5
33941,20,5,1
33961,6,1,1
33967,30,1,1
33997,22,1,5
34019,12,5,5
34031,2,5,1
34033,6,1,1
34039,18,1,1
34057,4,1,5
34061,62,5,1
34123,4,1,5
34127,2,5,1
34129,12,1,1
34141,6,1,1
34147,10,1,5
34157,2,5,1
34159,12,1,1
34171,12,1,1
34183,28,1,5
34211,2,5,1
34213,4,1,5
34217,14,5,1
34231,22,1,5
34253,6,5,5
34259,2,5,1
34261,6,1,1
34267,6,1,1
34273,10,1,5
34283,14,5,1
34297,4,1,5
34301,2,5,1
34303,10,1,5
34313,6,5,5
34319,8,5,1
34327,10,1,5
34337,14,5,1
34351,10,1,5
34361,6,5,5
34367,2,5,1
34369,12,1,1
34381,22,1,5
34403,18,5,5
34421,8,5,1
34429,10,1,5
34439,18,5,5
34457,12,5,5
34469,2,5,1
34471,12,1,1
34483,4,1,5
34487,12,5,5
34499,2,5,1
34501,10,1,5
34511,2,5,1
34513,6,1,1
34519,18,1,1
34537,6,1,1
34543,6,1,1
34549,34,1,5
34583,6,5,5
34589,2,5,1
34591,12,1,1
34603,4,1,5
34607,6,5,5
34613,18,5,5
34631,18,5,5
34649,2,5,1
34651,16,1,5
34667,6,5,5
34673,6,5,5
34679,8,5,1
34687,6,1,1
34693,10,1,5
34703,18,5,5
34721,8,5,1
34729,10,1,5
34739,8,5,1
34747,10,1,5
34757,2,5,1
34759,4,1,5
34763,18,5,5
34781,26,5,1
34807,12,1,1
34819,22,1,5
34841,2,5,1
34843,4,1,5
34847,2,5,1
34849,22,1,5
34871,6,5,5
34877,6,5,5
34883,14,5,1
34897,16,1,5
34913,6,5,5
34919,20,5,1
34939,10,1,5
34949,12,5,5
34961,2,5,1
34963,18,1,1
34981,42,1,1
35023,4,1,5
35027,24,5,5
35051,2,5,1
35053,6,1,1
35059,10,1,5
35069,12,5,5
35081,2,5,1
35083,6,1,1
35089,10,1,5
35099,8,5,1
35107,4,1,5
35111,6,5,5
35117,12,5,5
35129,12,5,5
35141,8,5,1
35149,4,1,5
35153,6,5,5
35159,12,5,5
35171,30,5,5
35201,20,5,1
35221,6,1,1
35227,24,1,1
35251,6,1,1
35257,10,1,5
35267,12,5,5
35279,2,5,1
35281,10,1,5
35291,20,5,1
35311,6,1,1
35317,6,1,1
35323,4,1,5
35327,12,5,5
35339,14,5,1
35353,10,1,5
35363,18,5,5
35381,12,5,5
35393,8,5,1
35401,6,1,1
35407,12,1,1
35419,4,1,5
35423,14,5,1
35437,10,1,5
35447,2,5,1
35449,12,1,1
35461,30,1,1
35491,16,1,5
35507,2,5,1
35509,12,1,1
35521,6,1,1
35527,4,1,5
35531,2,5,1
35533,4,1,5
35537,6,5,5
35543,26,5,1
35569,4,1,5
35573,18,5,5
35591,2,5,1
35593,4,1,5
35597,6,5,5
35603,14,5,1
35617,54,1,1
35671,6,1,1
35677,52,1,5
35729,2,5,1
35731,16,1,5
35747,6,5,5
35753,6,5,5
35759,12,5,5
35771,26,5,1
35797,4,1,5
35801,2,5,1
35803,6,1,1
35809,22,1,5
35831,6,5,5
35837,2,5,1
35839,12,1,1
35851,12,1,1
35863,6,1,1
35869,10,1,5
35879,18,5,5
35897,2,5,1
35899,12,1,1
35911,12,1,1
35923,10,1,5
35933,18,5,5
35951,12,5,5
35963,6,5,5
35969,8,5,1
35977,6,1,1
35983,10,1,5
35993,6,5,5
35999,8,5,1
36007,4,1,5
36011,2,5,1
36013,4,1,5
36017,20,5,1
36037,24,1,1
36061,6,1,1
36067,6,1,1
36073,10,1,5
36083,14,5,1
36097,10,1,5
36107,2,5,1
36109,22,1,5
36131,6,5,5
36137,14,5,1
36151,10,1,5
36161,26,5,1
36187,4,1,5
36191,18,5,5
36209,8,5,1
36217,12,1,1
36229,12,1,1
36241,10,1,5
36251,12,5,5
36263,6,5,5
36269,8,5,1
36277,16,1,5
36293,6,5,5
36299,8,5,1
36307,6,1,1
36313,6,1,1
36319,22,1,5
36341,2,5,1
36343,10,1,5
36353,20,5,1
36373,10,1,5
36383,6,5,5
36389,44,5,1
36433,18,1,1
36451,6,1,1
36457,10,1,5
36467,2,5,1
36469,4,1,5
36473,6,5,5
36479,14,5,1
36493,4,1,5
36497,26,5,1
36523,4,1,5
36527,2,5,1
36529,12,1,1
36541,10,1,5
36551,8,5,1
36559,4,1,5
36563,8,5,1
36571,12,1,1
36583,4,1,5
36587,12,5,5
36599,8,5,1
36607,22,1,5
36629,8,5,1
36637,6,1,1
36643,10,1,5
36653,18,5,5
36671,6,5,5
36677,6,5,5
36683,8,5,1
36691,6,1,1
36697,12,1,1
36709,4,1,5
36713,8,5,1
36721,18,1,1
36739,10,1,5
36749,12,5,5
36761,6,5,5
36767,12,5,5
36779,2,5,1
36781,6,1,1
36787,4,1,5
36791,2,5,1
36793,16,1,5
36809,12,5,5
36821,12,5,5
36833,14,5,1
36847,10,1,5
36857,14,5,1
36871,6,1,1
36877,10,1,5
36887,12,5,5
36899,2,5,1
36901,12,1,1
36913,6,1,1
36919,4,1,5
36923,6,5,5
36929,2,5,1
36931,12,1,1
36943,4,1,5
36947,26,5,1
36973,6,1,1
36979,18,1,1
36997,6,1,1
37003,10,1,5
37013,6,5,5
37019,2,5,1
37021,18,1,1
37039,10,1,5
37049,8,5,1
37057,4,1,5
37061,26,5,1
37087,10,1,5
37097,20,5,1
37117,6,1,1
37123,16,1,5
37139,20,5,1
37159,12,1,1
37171,10,1,5
37181,8,5,1
37189,10,1,5
37199,2,5,1
37201,16,1,5
37217,6,5,5
37223,20,5,1
37243,10,1,5
37253,20,5,1
37273,4,1,5
37277,30,5,5
37307,2,5,1
37309,4,1,5
37313,8,5,1
37321,16,1,5
37337,2,5,1
37339,18,1,1
37357,4,1,5
37361,2,5,1
37363,6,1,1
37369,10,1,5
37379,18,5,5
37397,12,5,5
37409,14,5,1
37423,18,1,1
37441,6,1,1
37447,16,1,5
37463,20,5,1
37483,6,1,1
37489,4,1,5
37493,8,5,1
37501,6,1,1
37507,4,1,5
37511,6,5,5
37517,12,5,5
37529,8,5,1
37537,10,1,5
37547,2,5,1
37549,12,1,1
37561,6,1,1
37567,4,1,5
37571,2,5,1
37573,6,1,1
37579,10,1,5
37589,2,5,1
37591,16,1,5
37607,12,5,5
37619,14,5,1
37633,10,1,5
37643,6,5,5
37649,8,5,1
37657,6,1,1
37663,28,1,5
37691,2,5,1
37693,6,1,1
37699,18,1,1
37717,30,1,1
37747,34,1,5
37781,2,5,1
37783,16,1,5
37799,12,5,5
37811,2,5,1
37813,18,1,1
37831,16,1,5
37847,6,5,5
37853,8,5,1
37861,10,1,5
37871,8,5,1
37879,10,1,5
37889,8,5,1
37897,10,1,5
37907,44,5,1
37951,6,1,1
37957,6,1,1
37963,4,1,5
37967,20,5,1
37987,4,1,5
37991,2,5,1
37993,4,1,5
37997,14,5,1
38011,28,1,5
38039,8,5,1
38047,6,1,1
38053,16,1,5
38069,14,5,1
38083,30,1,1
38113,6,1,1
38119,30,1,1
38149,4,1,5
38153,14,5,1
38167,10,1,5
38177,6,5,5
38183,6,5,5
38189,8,5,1
38197,4,1,5
38201,18,5,5
38219,12,5,5
38231,6,5,5
38237,2,5,1
38239,22,1,5
38261,12,5,5
38273,8,5,1
38281,6,1,1
38287,12,1,1
38299,4,1,5
38303,14,5,1
38317,4,1,5
38321,6,5,5
38327,2,5,1
38329,4,1,5
38333,18,5,5
38351,20,5,1
38371,6,1,1
38377,16,1,5
38393,38,5,1
38431,16,1,5
38447,2,5,1
38449,4,1,5
38453,6,5,5
38459,2,5,1
38461,40,1,5
38501,42,5,5
38543,14,5,1
38557,4,1,5
38561,6,5,5
38567,2,5,1
38569,24,1,1
38593,10,1,5
38603,6,5,5
38609,2,5,1
38611,18,1,1
38629,10,1,5
38639,12,5,5
38651,2,5,1
38653,16,1,5
38669,2,5,1
38671,6,1,1
38677,16,1,5
38693,6,5,5
38699,8,5,1
38707,4,1,5
38711,2,5,1
38713,10,1,5
38723,6,5,5
38729,8,5,1
38737,10,1,5
38747,2,5,1
38749,18,1,1
38767,16,1,5
38783,8,5,1
38791,12,1,1
38803,18,1,1
38821,12,1,1
38833,6,1,1
38839,12,1,1
38851,10,1,5
38861,6,5,5
38867,6,5,5
38873,18,5,5
38891,12,5,5
38903,14,5,1
38917,4,1,5
38921,2,5,1
38923,10,1,5
38933,20,5,1
38953,6,1,1
38959,12,1,1
38971,6,1,1
38977,16,1,5
38993,26,5,1
39019,4,1,5
39023,18,5,5
39041,2,5,1
39043,4,1,5
39047,32,5,1
39079,10,1,5
39089,8,5,1
39097,6,1,1
39103,4,1,5
39107,6,5,5
39113,6,5,5
39119,14,5,1
39133,6,1,1
39139,18,1,1
39157,4,1,5
39161,2,5,1
39163,18,1,1
39181,10,1,5
39191,8,5,1
39199,10,1,5
39209,8,5,1
39217,10,1,5
39227,2,5,1
39229,4,1,5
39233,6,5,5
39239,2,5,1
39241,10,1,5
39251,42,5,5
39293,8,5,1
39301,12,1,1
39313,4,1,5
39317,6,5,5
39323,18,5,5
39341,2,5,1
39343,16,1,5
39359,8,5,1
39367,4,1,5
39371,2,5,1
39373,10,1,5
39383,14,5,1
39397,12,1,1
39409,10,1,5
39419,20,5,1
39439,4,1,5
39443,8,5,1
39451,10,1,5
39461,38,5,1
39499,4,1,5
39503,6,5,5
39509,2,5,1
39511,10,1,5
39521,20,5,1
39541,10,1,5
39551,12,5,5
39563,6,5,5
39569,12,5,5
39581,26,5,1
39607,12,1,1
39619,4,1,5
39623,8,5,1
39631,28,1,5
39659,8,5,1
39667,4,1,5
39671,8,5,1
39679,24,1,1
39703,6,1,1
39709,10,1,5
39719,8,5,1
39727,6,1,1
39733,16,1,5
39749,12,5,5
39761,8,5,1
39769,10,1,5
39779,12,5,5
39791,8,5,1
39799,22,1,5
39821,6,5,5
39827,2,5,1
39829,10,1,5
39839,2,5,1
39841,6,1,1
39847,10,1,5
39857,6,5,5
39863,6,5,5
39869,8,5,1
39877,6,1,1
39883,4,1,5
39887,14,5,1
39901,28,1,5
39929,8,5,1
39937,16,1,5
39953,18,5,5
39971,8,5,1
39979,4,1,5
39983,6,5,5
39989,20,5,1
40009,4,1,5
40013,18,5,5
40031,6,5,5
40037,2,5,1
40039,24,1,1
40063,24,1,1
40087,6,1,1
40093,6,1,1
40099,12,1,1
40111,12,1,1
40123,4,1,5
40127,2,5,1
40129,22,1,5
40151,2,5,1
40153,10,1,5
40163,6,5,5
40169,8,5,1
40177,12,1,1
40189,4,1,5
40193,20,5,1
40213,18,1,1
40231,6,1,1
40237,4,1,5
40241,12,5,5
40253,24,5,5
40277,6,5,5
40283,6,5,5
40289,54,5,5
40343,8,5,1
40351,6,1,1
40357,4,1,5
40361,26,5,1
40387,36,1,1
40423,4,1,5
40427,2,5,1
40429,4,1,5
40433,26,5,1
40459,12,1,1
40471,12,1,1
40483,4,1,5
40487,6,5,5
40493,6,5,5
40499,8,5,1
40507,12,1,1
40519,10,1,5
40529,2,5,1
40531,12,1,1
40543,16,1,5
40559,18,5,5
40577,6,5,5
40583,8,5,1
40591,6,1,1
40597,12,1,1
40609,18,1,1
40627,10,1,5
40637,2,5,1
40639,54,1,1
40693,4,1,5
40697,2,5,1
40699,10,1,5
40709,30,5,5
40739,12,5,5
40751,8,5,1
40759,4,1,5
40763,8,5,1
40771,16,1,5
40787,14,5,1
40801,12,1,1
40813,6,1,1
40819,4,1,5
40823,6,5,5
40829,12,5,5
40841,6,5,5
40847,2,5,1
40849,4,1,5
40853,14,5,1
40867,12,1,1
40879,4,1,5
40883,14,5,1
40897,6,1,1
40903,24,1,1
40927,6,1,1
40933,6,1,1
40939,10,1,5
40949,12,5,5
40961,12,5,5
40973,20,5,1
40993,18,1,1
41011,6,1,1
41017,6,1,1
41023,16,1,5
41039,8,5,1
41047,4,1,5
41051,6,5,5
41057,20,5,1
41077,4,1,5
41081,32,5,1
41113,4,1,5
41117,14,5,1
41131,10,1,5
41141,2,5,1
41143,6,1,1
41149,12,1,1
41161,16,1,5
41177,2,5,1
41179,4,1,5
41183,6,5,5
41189,12,5,5
41201,2,5,1
41203,10,1,5
41213,8,5,1
41221,6,1,1
41227,4,1,5
41231,2,5,1
41233,10,1,5
41243,14,5,1
41257,6,1,1
41263,6,1,1
41269,12,1,1
41281,18,1,1
41299,34,1,5
41333,8,5,1
41341,10,1,5
41351,6,5,5
41357,24,5,5
41381,6,5,5
41387,2,5,1
41389,10,1,5
41399,12,5,5
41411,2,5,1
41413,30,1,1
41443,10,1,5
41453,14,5,1
41467,12,1,1
41479,12,1,1
41491,16,1,5
41507,6,5,5
41513,6,5,5
41519,2,5,1
41521,18,1,1
41539,4,1,5
41543,6,5,5
41549,30,5,5
41579,14,5,1
41593,4,1,5
41597,6,5,5
41603,6,5,5
41609,2,5,1
41611,6,1,1
41617,4,1,5
41621,6,5,5
41627,14,5,1
41641,6,1,1
41647,4,1,5
41651,8,5,1
41659,10,1,5
41669,12,5,5
41681,6,5,5
41687,32,5,1
41719,10,1,5
41729,8,5,1
41737,22,1,5
41759,2,5,1
41761,10,1,5
41771,6,5,5
41777,24,5,5
41801,8,5,1
41809,4,1,5
41813,30,5,5
41843,6,5,5
41849,2,5,1
41851,12,1,1
41863,16,1,5
41879,8,5,1
41887,6,1,1
41893,4,1,5
41897,6,5,5
41903,8,5,1
41911,16,1,5
41927,14,5,1
41941,6,1,1
41947,6,1,1
41953,4,1,5
41957,2,5,1
41959,10,1,5
41969,12,5,5
41981,2,5,1
41983,16,1,5
41999,14,5,1
42013,4,1,5
42017,2,5,1
42019,4,1,5
42023,20,5,1
42043,18,1,1
42061,10,1,5
42071,2,5,1
42073,10,1,5
42083,6,5,5
42089,12,5,5
42101,30,5,5
42131,8,5,1
42139,18,1,1
42157,12,1,1
42169,10,1,5
42179,2,5,1
42181,6,1,1
42187,6,1,1
42193,4,1,5
42197,12,5,5
42209,12,5,5
42221,2,5,1
42223,4,1,5
42227,12,5,5
42239,18,5,5
42257,24,5,5
42281,2,5,1
42283,10,1,5
42293,6,5,5
42299,8,5,1
42307,16,1,5
42323,8,5,1
42331,6,1,1
42337,12,1,1
42349,10,1,5
42359,14,5,1
42373,6,1,1
42379,12,1,1
42391,6,1,1
42397,6,1,1
42403,4,1,5
42407,2,5,1
42409,24,1,1
42433,4,1,5
42437,6,5,5
42443,8,5,1
42451,6,1,1
42457,4,1,5
42461,2,5,1
42463,4,1,5
42467,6,5,5
42473,14,5,1
42487,4,1,5
42491,8,5,1
42499,10,1,5
42509,24,5,5
42533,24,5,5
42557,12,5,5
42569,2,5,1
42571,6,1,1
42577,12,1,1
42589,22,1,5
42611,30,5,5
42641,2,5,1
42643,6,1,1
42649,18,1,1
42667,10,1,5
42677,6,5,5
42683,6,5,5
42689,8,5,1
42697,4,1,5
42701,2,5,1
42703,6,1,1
42709,10,1,5
42719,8,5,1
42727,10,1,5
42737,6,5,5
42743,8,5,1
42751,16,1,5
42767,6,5,5
42773,14,5,1
42787,6,1,1
42793,4,1,5
42797,24,5,5
42821,8,5,1
42829,10,1,5
42839,2,5,1
42841,12,1,1
42853,6,1,1
42859,4,1,5
42863,36,5,5
42899,2,5,1
42901,22,1,5
42923,6,5,5
42929,8,5,1
42937,6,1,1
42943,10,1,5
42953,8,5,1
42961,6,1,1
42967,12,1,1
42979,10,1,5
42989,14,5,1
43003,10,1,5
43013,6,5,5
43019,18,5,5
43037,12,5,5
43049,2,5,1
43051,12,1,1
43063,4,1,5
43067,26,5,1
43093,10,1,5
43103,14,5,1
43117,16,1,5
43133,18,5,5
43151,8,5,1
43159,18,1,1
43177,12,1,1
43189,12,1,1
43201,6,1,1
43207,16,1,5
43223,14,5,1
43237,24,1,1
43261,10,1,5
43271,12,5,5
43283,8,5,1
43291,22,1,5
43313,6,5,5
43319,2,5,1
43321,10,1,5
43331,60,5,5
43391,6,5,5
43397,2,5,1
43399,4,1,5
43403,8,5,1
43411,16,1,5
43427,14,5,1
43441,10,1,5
43451,6,5,5
43457,24,5,5
43481,6,5,5
43487,12,5,5
43499,18,5,5
43517,24,5,5
43541,2,5,1
43543,30,1,1
43573,4,1,5
43577,2,5,1
43579,12,1,1
43591,6,1,1
43597,10,1,5
43607,2,5,1
43609,4,1,5
43613,14,5,1
43627,6,1,1
43633,16,1,5
43649,2,5,1
43651,10,1,5
43661,8,5,1
43669,22,1,5
43691,20,5,1
43711,6,1,1
43717,4,1,5
43721,32,5,1
43753,6,1,1
43759,18,1,1
43777,4,1,5
43781,2,5,1
43783,4,1,5
43787,2,5,1
43789,4,1,5
43793,8,5,1
43801,52,1,5
43853,14,5,1
43867,22,1,5
43889,2,5,1
43891,22,1,5
43913,20,5,1
43933,10,1,5
43943,8,5,1
43951,10,1,5
43961,2,5,1
43963,6,1,1
43969,4,1,5
43973,14,5,1
43987,4,1,5
43991,6,5,5
43997,20,5,1
44017,4,1,5
44021,6,5,5
44027,2,5,1
44029,12,1,1
44041,12,1,1
44053,6,1,1
44059,12,1,1
44071,16,1,5
44087,2,5,1
44089,12,1,1
44101,10,1,5
44111,8,5,1
44119,4,1,5
44123,6,5,5
44129,2,5,1
44131,28,1,5
44159,12,5,5
44171,8,5,1
44179,10,1,5
44189,12,5,5
44201,2,5,1
44203,4,1,5
44207,14,5,1
44221,28,1,5
44249,8,5,1
44257,6,1,1
44263,4,1,5
44267,2,5,1
44269,4,1,5
44273,6,5,5
44279,2,5,1
44281,12,1,1
44293,58,1,5
44351,6,5,5
44357,14,5,1
44371,10,1,5
44381,2,5,1
44383,6,1,1
44389,28,1,5
44417,32,5,1
44449,4,1,5
44453,30,5,5
44483,8,5,1
44491,6,1,1
44497,4,1,5
44501,6,5,5
44507,12,5,5
44519,12,5,5
44531,2,5,1
44533,4,1,5
44537,6,5,5
44543,6,5,5
44549,14,5,1
44563,16,1,5
44579,8,5,1
44587,30,1,1
44617,4,1,5
44621,2,5,1
44623,10,1,5
44633,8,5,1
44641,6,1,1
44647,4,1,5
44651,6,5,5
44657,26,5,1
44683,4,1,5
44687,12,5,5
44699,2,5,1
44701,10,1,5
44711,18,5,5
44729,12,5,5
44741,12,5,5
44753,18,5,5
44771,2,5,1
44773,4,1,5
44777,12,5,5
44789,8,5,1
44797,12,1,1
44809,10,1,5
44819,20,5,1
44839,4,1,5
44843,8,5,1
44851,16,1,5
44867,12,5,5
44879,8,5,1
44887,6,1,1
44893,16,1,5
44909,8,5,1
44917,10,1,5
44927,12,5,5
44939,14,5,1
