p,gap,res_mod6,next_res_mod6
13151,8,5,1
13159,4,1,5
13163,8,5,1
13171,6,1,1
13177,6,1,1
13183,4,1,5
13187,30,5,5
13217,2,5,1
13219,10,1,5
13229,12,5,5
13241,8,5,1
13249,10,1,5
13259,8,5,1
13267,24,1,1
13291,6,1,1
13297,12,1,1
13309,4,1,5
13313,14,5,1
13327,4,1,5
13331,6,5,5
13337,2,5,1
13339,28,1,5
13367,14,5,1
13381,16,1,5
13397,2,5,1
13399,12,1,1
13411,6,1,1
13417,4,1,5
13421,20,5,1
13441,10,1,5
13451,6,5,5
13457,6,5,5
13463,6,5,5
13469,8,5,1
13477,10,1,5
13487,12,5,5
13499,14,5,1
13513,10,1,5
13523,14,5,1
13537,16,1,5
13553,14,5,1
13567,10,1,5
13577,14,5,1
13591,6,1,1
13597,16,1,5
13613,6,5,5
13619,8,5,1
13627,6,1,1
13633,16,1,5
13649,20,5,1
13669,10,1,5
13679,2,5,1
13681,6,1,1
13687,4,1,5
13691,2,5,1
13693,4,1,5
13697,12,5,5
13709,2,5,1
13711,10,1,5
13721,2,5,1
13723,6,1,1
13729,22,1,5
13751,6,5,5
13757,2,5,1
13759,4,1,5
13763,18,5,5
13781,8,5,1
13789,10,1,5
13799,8,5,1
13807,22,1,5
13829,2,5,1
13831,10,1,5
13841,18,5,5
13859,14,5,1
13873,4,1,5
13877,2,5,1
13879,4,1,5
13883,18,5,5
13901,2,5,1
13903,4,1,5
13907,6,5,5
13913,8,5,1
13921,10,1,5
13931,2,5,1
13933,30,1,1
13963,4,1,5
13967,30,5,5
13997,2,5,1
13999,10,1,5
14009,2,5,1
14011,18,1,1
14029,4,1,5
14033,18,5,5
14051,6,5,5
14057,14,5,1
14071,10,1,5
14081,2,5,1
14083,4,1,5
14087,20,5,1
14107,36,1,1
14143,6,1,1
14149,4,1,5
14153,6,5,5
14159,14,5,1
14173,4,1,5
14177,20,5,1
14197,10,1,5
14207,14,5,1
14221,22,1,5
14243,6,5,5
14249,2,5,1
14251,30,1,1
14281,12,1,1
14293,10,1,5
14303,18,5,5
14321,2,5,1
14323,4,1,5
14327,14,5,1
14341,6,1,1
14347,22,1,5
14369,18,5,5
14387,2,5,1
14389,12,1,1
14401,6,1,1
14407,4,1,5
14411,8,5,1
14419,4,1,5
14423,8,5,1
14431,6,1,1
14437,10,1,5
14447,2,5,1
14449,12,1,1
14461,18,1,1
14479,10,1,5
14489,14,5,1
14503,16,1,5
14519,14,5,1
14533,4,1,5
14537,6,5,5
14543,6,5,5
14549,2,5,1
14551,6,1,1
14557,4,1,5
14561,2,5,1
14563,28,1,5
14591,2,5,1
14593,28,1,5
14621,6,5,5
14627,2,5,1
14629,4,1,5
14633,6,5,5
14639,14,5,1
14653,4,1,5
14657,12,5,5
14669,14,5,1
14683,16,1,5
14699,14,5,1
14713,4,1,5
14717,6,5,5
14723,8,5,1
14731,6,1,1
14737,4,1,5
14741,6,5,5
14747,6,5,5
14753,6,5,5
14759,8,5,1
14767,4,1,5
14771,8,5,1
14779,4,1,5
14783,14,5,1
14797,16,1,5
14813,8,5,1
14821,6,1,1
14827,4,1,5
14831,12,5,5
14843,8,5,1
14851,16,1,5
14867,2,5,1
14869,10,1,5
14879,8,5,1
14887,4,1,5
14891,6,5,5
14897,26,5,1
14923,6,1,1
14929,10,1,5
14939,8,5,1
14947,4,1,5
14951,6,5,5
14957,12,5,5
14969,14,5,1
14983,30,1,1
15013,4,1,5
15017,14,5,1
15031,22,1,5
15053,8,5,1
15061,12,1,1
15073,4,1,5
15077,6,5,5
15083,8,5,1
15091,10,1,5
15101,6,5,5
15107,14,5,1
15121,10,1,5
15131,6,5,5
15137,2,5,1
15139,10,1,5
15149,12,5,5
15161,12,5,5
15173,14,5,1
15187,6,1,1
15193,6,1,1
15199,18,1,1
15217,10,1,5
15227,6,5,5
15233,8,5,1
15241,18,1,1
15259,4,1,5
15263,6,5,5
15269,2,5,1
15271,6,1,1
15277,10,1,5
15287,2,5,1
15289,10,1,5
15299,8,5,1
15307,6,1,1
15313,6,1,1
15319,10,1,5
15329,2,5,1
15331,18,1,1
15349,10,1,5
15359,2,5,1
15361,12,1,1
15373,4,1,5
15377,6,5,5
15383,8,5,1
15391,10,1,5
15401,12,5,5
15413,14,5,1
15427,12,1,1
15439,4,1,5
15443,8,5,1
15451,10,1,5
15461,6,5,5
15467,6,5,5
15473,20,5,1
15493,4,1,5
15497,14,5,1
15511,16,1,5
15527,14,5,1
15541,10,1,5
15551,8,5,1
15559,10,1,5
15569,12,5,5
15581,2,5,1
15583,18,1,1
15601,6,1,1
15607,12,1,1
15619,10,1,5
15629,12,5,5
15641,2,5,1
15643,4,1,5
15647,2,5,1
15649,12,1,1
15661,6,1,1
15667,4,1,5
15671,8,5,1
15679,4,1,5
15683,44,5,1
15727,4,1,5
15731,2,5,1
15733,4,1,5
15737,2,5,1
15739,10,1,5
15749,12,5,5
15761,6,5,5
15767,6,5,5
15773,14,5,1
15787,4,1,5
15791,6,5,5
15797,6,5,5
15803,6,5,5
15809,8,5,1
15817,6,1,1
15823,36,1,1
15859,18,1,1
15877,4,1,5
15881,6,5,5
15887,2,5,1
15889,12,1,1
15901,6,1,1
15907,6,1,1
15913,6,1,1
15919,4,1,5
15923,14,5,1
15937,22,1,5
15959,12,5,5
15971,2,5,1
15973,18,1,1
15991,10,1,5
16001,6,5,5
16007,26,5,1
16033,24,1,1
16057,4,1,5
16061,2,5,1
16063,4,1,5
16067,2,5,1
16069,4,1,5
16073,14,5,1
16087,4,1,5
16091,6,5,5
16097,6,5,5
16103,8,5,1
16111,16,1,5
16127,12,5,5
16139,2,5,1
16141,42,1,1
16183,4,1,5
16187,2,5,1
16189,4,1,5
16193,24,5,5
16217,6,5,5
16223,6,5,5
16229,2,5,1
16231,18,1,1
16249,4,1,5
16253,14,5,1
16267,6,1,1
16273,28,1,5
16301,18,5,5
16319,14,5,1
16333,6,1,1
16339,10,1,5
16349,12,5,5
16361,2,5,1
16363,6,1,1
16369,12,1,1
16381,30,1,1
16411,6,1,1
16417,4,1,5
16421,6,5,5
16427,6,5,5
16433,14,5,1
16447,4,1,5
16451,2,5,1
16453,24,1,1
16477,4,1,5
16481,6,5,5
16487,6,5,5
16493,26,5,1
16519,10,1,5
16529,18,5,5
16547,6,5,5
16553,8,5,1
16561,6,1,1
16567,6,1,1
16573,30,1,1
16603,4,1,5
16607,12,5,5
16619,12,5,5
16631,2,5,1
16633,16,1,5
16649,2,5,1
16651,6,1,1
16657,4,1,5
16661,12,5,5
16673,18,5,5
16691,2,5,1
16693,6,1,1
16699,4,1,5
16703,26,5,1
16729,12,1,1
16741,6,1,1
16747,12,1,1
16759,4,1,5
16763,24,5,5
16787,24,5,5
16811,12,5,5
16823,6,5,5
16829,2,5,1
16831,12,1,1
16843,28,1,5
16871,8,5,1
16879,4,1,5
16883,6,5,5
16889,12,5,5
16901,2,5,1
16903,18,1,1
16921,6,1,1
16927,4,1,5
16931,6,5,5
16937,6,5,5
16943,20,5,1
16963,16,1,5
16979,2,5,1
16981,6,1,1
16987,6,1,1
16993,18,1,1
17011,10,1,5
17021,6,5,5
17027,2,5,1
17029,4,1,5
17033,8,5,1
17041,6,1,1
17047,6,1,1
17053,24,1,1
17077,16,1,5
17093,6,5,5
17099,8,5,1
17107,10,1,5
17117,6,5,5
17123,14,5,1
17137,22,1,5
17159,8,5,1
17167,16,1,5
17183,6,5,5
17189,2,5,1
17191,12,1,1
17203,4,1,5
17207,2,5,1
17209,22,1,5
17231,8,5,1
17239,18,1,1
17257,34,1,5
17291,2,5,1
17293,6,1,1
17299,18,1,1
17317,4,1,5
17321,6,5,5
17327,6,5,5
17333,8,5,1
17341,10,1,5
17351,8,5,1
17359,18,1,1
17377,6,1,1
17383,4,1,5
17387,2,5,1
17389,4,1,5
17393,8,5,1
17401,16,1,5
17417,2,5,1
17419,12,1,1
17431,12,1,1
17443,6,1,1
17449,18,1,1
17467,4,1,5
17471,6,5,5
17477,6,5,5
17483,6,5,5
17489,2,5,1
17491,6,1,1
17497,12,1,1
17509,10,1,5
17519,20,5,1
17539,12,1,1
17551,18,1,1
17569,4,1,5
17573,6,5,5
17579,2,5,1
17581,16,1,5
17597,2,5,1
17599,10,1,5
17609,14,5,1
17623,4,1,5
17627,30,5,5
17657,2,5,1
17659,10,1,5
17669,12,5,5
17681,2,5,1
17683,24,1,1
17707,6,1,1
17713,16,1,5
17729,8,5,1
17737,10,1,5
17747,2,5,1
17749,12,1,1
17761,22,1,5
17783,6,5,5
17789,2,5,1
17791,16,1,5
17807,20,5,1
17827,10,1,5
17837,2,5,1
17839,12,1,1
17851,12,1,1
17863,18,1,1
17881,10,1,5
17891,12,5,5
17903,6,5,5
17909,2,5,1
17911,10,1,5
17921,2,5,1
17923,6,1,1
17929,10,1,5
17939,18,5,5
17957,2,5,1
17959,12,1,1
17971,6,1,1
17977,4,1,5
17981,6,5,5
17987,2,5,1
17989,24,1,1
18013,28,1,5
18041,2,5,1
18043,4,1,5
18047,2,5,1
18049,10,1,5
18059,2,5,1
18061,16,1,5
18077,12,5,5
18089,8,5,1
18097,22,1,5
18119,2,5,1
18121,6,1,1
18127,4,1,5
18131,2,5,1
18133,10,1,5
18143,6,5,5
18149,20,5,1
18169,12,1,1
18181,10,1,5
18191,8,5,1
18199,12,1,1
18211,6,1,1
18217,6,1,1
18223,6,1,1
18229,4,1,5
18233,18,5,5
18251,2,5,1
18253,4,1,5
18257,12,5,5
18269,18,5,5
18287,2,5,1
18289,12,1,1
18301,6,1,1
18307,4,1,5
18311,2,5,1
18313,16,1,5
18329,12,5,5
18341,12,5,5
18353,14,5,1
18367,4,1,5
18371,8,5,1
18379,18,1,1
18397,4,1,5
18401,12,5,5
18413,14,5,1
18427,6,1,1
18433,6,1,1
18439,4,1,5
18443,8,5,1
18451,6,1,1
18457,4,1,5
18461,20,5,1
18481,12,1,1
18493,10,1,5
18503,14,5,1
18517,4,1,5
18521,2,5,1
18523,16,1,5
18539,2,5,1
18541,12,1,1
18553,30,1,1
18583,4,1,5
18587,6,5,5
18593,24,5,5
18617,20,5,1
18637,24,1,1
18661,10,1,5
18671,8,5,1
18679,12,1,1
18691,10,1,5
18701,12,5,5
18713,6,5,5
18719,12,5,5
18731,12,5,5
18743,6,5,5
18749,8,5,1
18757,16,1,5
18773,14,5,1
18787,6,1,1
18793,4,1,5
18797,6,5,5
18803,36,5,5
18839,20,5,1
18859,10,1,5
18869,30,5,5
18899,12,5,5
18911,2,5,1
18913,4,1,5
18917,2,5,1
18919,28,1,5
18947,12,5,5
18959,14,5,1
18973,6,1,1
18979,22,1,5
19001,8,5,1
19009,4,1,5
19013,18,5,5
19031,6,5,5
19037,14,5,1
19051,18,1,1
19069,4,1,5
19073,6,5,5
19079,2,5,1
19081,6,1,1
19087,34,1,5
19121,18,5,5
19139,2,5,1
19141,16,1,5
19157,6,5,5
19163,18,5,5
19181,2,5,1
19183,24,1,1
19207,4,1,5
19211,2,5,1
19213,6,1,1
19219,12,1,1
19231,6,1,1
19237,12,1,1
19249,10,1,5
19259,8,5,1
19267,6,1,1
19273,16,1,5
19289,12,5,5
19301,8,5,1
19309,10,1,5
19319,14,5,1
19333,40,1,5
19373,6,5,5
19379,2,5,1
19381,6,1,1
19387,4,1,5
19391,12,5,5
19403,14,5,1
19417,4,1,5
19421,2,5,1
19423,4,1,5
19427,2,5,1
19429,4,1,5
19433,8,5,1
19441,6,1,1
19447,10,1,5
19457,6,5,5
19463,6,5,5
19469,2,5,1
19471,6,1,1
19477,6,1,1
19483,6,1,1
19489,12,1,1
19501,6,1,1
19507,24,1,1
19531,10,1,5
19541,2,5,1
19543,10,1,5
19553,6,5,5
19559,12,5,5
19571,6,5,5
19577,6,5,5
19583,14,5,1
19597,6,1,1
19603,6,1,1
19609,52,1,5
19661,20,5,1
19681,6,1,1
19687,10,1,5
19697,2,5,1
19699,10,1,5
19709,8,5,1
19717,10,1,5
19727,12,5,5
19739,12,5,5
19751,2,5,1
19753,6,1,1
19759,4,1,5
19763,14,5,1
19777,16,1,5
19793,8,5,1
19801,12,1,1
19813,6,1,1
19819,22,1,5
19841,2,5,1
19843,10,1,5
19853,8,5,1
19861,6,1,1
19867,22,1,5
19889,2,5,1
19891,22,1,5
19913,6,5,5
19919,8,5,1
19927,10,1,5
19937,12,5,5
19949,12,5,5
19961,2,5,1
19963,10,1,5
19973,6,5,5
19979,12,5,5
19991,2,5,1
19993,4,1,5
19997,14,5,1
20011,10,1,5
20021,2,5,1
20023,6,1,1
20029,18,1,1
20047,4,1,5
20051,12,5,5
20063,8,5,1
20071,18,1,1
20089,12,1,1
20101,6,1,1
20107,6,1,1
20113,4,1,5
20117,6,5,5
20123,6,5,5
20129,14,5,1
20143,4,1,5
20147,2,5,1
20149,12,1,1
20161,12,1,1
20173,4,1,5
20177,6,5,5
20183,18,5,5
20201,18,5,5
20219,12,5,5
20231,2,5,1
20233,16,1,5
20249,12,5,5
20261,8,5,1
20269,18,1,1
20287,10,1,5
20297,26,5,1
20323,4,1,5
20327,6,5,5
20333,8,5,1
20341,6,1,1
20347,6,1,1
20353,4,1,5
20357,2,5,1
20359,10,1,5
20369,20,5,1
20389,4,1,5
20393,6,5,5
20399,8,5,1
20407,4,1,5
20411,20,5,1
20431,10,1,5
20441,2,5,1
20443,34,1,5
20477,2,5,1
20479,4,1,5
20483,24,5,5
20507,2,5,1
20509,12,1,1
20521,12,1,1
20533,10,1,5
20543,6,5,5
20549,2,5,1
20551,12,1,1
20563,30,1,1
20593,6,1,1
20599,12,1,1
20611,16,1,5
20627,12,5,5
20639,2,5,1
20641,22,1,5
20663,18,5,5
20681,12,5,5
20693,14,5,1
20707,10,1,5
20717,2,5,1
20719,12,1,1
20731,12,1,1
20743,4,1,5
20747,2,5,1
20749,4,1,5
20753,6,5,5
20759,12,5,5
20771,2,5,1
20773,16,1,5
20789,18,5,5
20807,2,5,1
20809,40,1,5
20849,8,5,1
20857,16,1,5
20873,6,5,5
20879,8,5,1
20887,10,1,5
20897,2,5,1
20899,4,1,5
20903,18,5,5
20921,8,5,1
20929,10,1,5
20939,8,5,1
20947,12,1,1
20959,4,1,5
20963,18,5,5
20981,2,5,1
20983,18,1,1
21001,10,1,5
21011,2,5,1
21013,4,1,5
21017,2,5,1
21019,4,1,5
21023,8,5,1
21031,28,1,5
21059,2,5,1
21061,6,1,1
21067,22,1,5
21089,12,5,5
21101,6,5,5
21107,14,5,1
21121,18,1,1
21139,4,1,5
21143,6,5,5
21149,8,5,1
21157,6,1,1
21163,6,1,1
21169,10,1,5
21179,8,5,1
21187,4,1,5
21191,2,5,1
21193,18,1,1
21211,10,1,5
21221,6,5,5
21227,20,5,1
21247,22,1,5
21269,8,5,1
21277,6,1,1
21283,30,1,1
21313,4,1,5
21317,2,5,1
21319,4,1,5
21323,18,5,5
21341,6,5,5
21347,30,5,5
21377,2,5,1
21379,4,1,5
21383,8,5,1
21391,6,1,1
21397,4,1,5
21401,6,5,5
21407,12,5,5
21419,14,5,1
21433,34,1,5
21467,14,5,1
21481,6,1,1
21487,4,1,5
21491,2,5,1
21493,6,1,1
21499,4,1,5
21503,14,5,1
21517,4,1,5
21521,2,5,1
21523,6,1,1
21529,28,1,5
21557,2,5,1
21559,4,1,5
21563,6,5,5
21569,8,5,1
21577,10,1,5
21587,2,5,1
21589,10,1,5
21599,2,5,1
21601,10,1,5
21611,2,5,1
21613,4,1,5
21617,30,5,5
21647,2,5,1
21649,12,1,1
21661,12,1,1
21673,10,1,5
21683,18,5,5
21701,12,5,5
21713,14,5,1
21727,10,1,5
21737,2,5,1
21739,12,1,1
21751,6,1,1
21757,10,1,5
21767,6,5,5
21773,14,5,1
21787,12,1,1
21799,4,1,5
21803,14,5,1
21817,4,1,5
21821,18,5,5
21839,2,5,1
21841,10,1,5
21851,8,5,1
21859,4,1,5
21863,8,5,1
21871,10,1,5
21881,12,5,5
21893,18,5,5
21911,18,5,5
21929,8,5,1
21937,6,1,1
21943,18,1,1
21961,16,1,5
21977,14,5,1
21991,6,1,1
21997,6,1,1
22003,10,1,5
22013,14,5,1
22027,4,1,5
22031,6,5,5
22037,2,5,1
22039,12,1,1
22051,12,1,1
22063,4,1,5
22067,6,5,5
22073,6,5,5
22079,12,5,5
22091,2,5,1
22093,16,1,5
22109,2,5,1
22111,12,1,1
22123,6,1,1
22129,4,1,5
22133,14,5,1
22147,6,1,1
22153,4,1,5
22157,2,5,1
22159,12,1,1
22171,18,1,1
22189,4,1,5
22193,36,5,5
22229,18,5,5
22247,12,5,5
22259,12,5,5
22271,2,5,1
22273,4,1,5
22277,2,5,1
22279,4,1,5
22283,8,5,1
22291,12,1,1
22303,4,1,5
22307,36,5,5
22343,6,5,5
22349,18,5,5
22367,2,5,1
22369,12,1,1
22381,10,1,5
22391,6,5,5
22397,12,5,5
22409,24,5,5
22433,8,5,1
22441,6,1,1
22447,6,1,1
22453,16,1,5
22469,12,5,5
22481,2,5,1
22483,18,1,1
22501,10,1,5
22511,20,5,1
22531,10,1,5
22541,2,5,1
22543,6,1,1
22549,18,1,1
22567,4,1,5
22571,2,5,1
22573,40,1,5
22613,6,5,5
22619,2,5,1
22621,16,1,5
22637,2,5,1
22639,4,1,5
22643,8,5,1
22651,18,1,1
22669,10,1,5
22679,12,5,5
22691,6,5,5
22697,2,5,1
22699,10,1,5
22709,8,5,1
22717,4,1,5
22721,6,5,5
22727,12,5,5
22739,2,5,1
22741,10,1,5
22751,18,5,5
22769,8,5,1
22777,6,1,1
22783,4,1,5
22787,20,5,1
22807,4,1,5
22811,6,5,5
22817,36,5,5
22853,6,5,5
22859,2,5,1
22861,10,1,5
22871,6,5,5
22877,24,5,5
22901,6,5,5
22907,14,5,1
22921,16,1,5
22937,6,5,5
22943,18,5,5
22961,2,5,1
22963,10,1,5
22973,20,5,1
22993,10,1,5
23003,8,5,1
23011,6,1,1
23017,4,1,5
23021,6,5,5
23027,2,5,1
23029,10,1,5
23039,2,5,1
23041,12,1,1
23053,4,1,5
23057,2,5,1
23059,4,1,5
23063,8,5,1
23071,10,1,5
23081,6,5,5
23087,12,5,5
23099,18,5,5
23117,14,5,1
23131,12,1,1
23143,16,1,5
23159,8,5,1
23167,6,1,1
23173,16,1,5
23189,8,5,1
23197,4,1,5
23201,2,5,1
23203,6,1,1
23209,18,1,1
23227,24,1,1
23251,18,1,1
23269,10,1,5
23279,12,5,5
23291,2,5,1
23293,4,1,5
23297,14,5,1
23311,10,1,5
23321,6,5,5
23327,6,5,5
23333,6,5,5
23339,18,5,5
23357,12,5,5
23369,2,5,1
23371,28,1,5
23399,18,5,5
23417,14,5,1
23431,16,1,5
23447,12,5,5
23459,14,5,1
23473,24,1,1
23497,12,1,1
23509,22,1,5
23531,6,5,5
23537,2,5,1
23539,10,1,5
23549,8,5,1
23557,4,1,5
23561,2,5,1
23563,4,1,5
23567,14,5,1
23581,12,1,1
23593,6,1,1
23599,4,1,5
23603,6,5,5
23609,14,5,1
23623,4,1,5
23627,2,5,1
23629,4,1,5
23633,30,5,5
23663,6,5,5
23669,2,5,1
23671,6,1,1
23677,10,1,5
23687,2,5,1
23689,30,1,1
23719,22,1,5
23741,2,5,1
23743,4,1,5
23747,6,5,5
23753,8,5,1
23761,6,1,1
23767,6,1,1
23773,16,1,5
23789,12,5,5
23801,12,5,5
23813,6,5,5
23819,8,5,1
23827,4,1,5
23831,2,5,1
23833,24,1,1
23857,12,1,1
23869,4,1,5
23873,6,5,5
23879,8,5,1
23887,6,1,1
23893,6,1,1
23899,10,1,5
23909,2,5,1
23911,6,1,1
23917,12,1,1
23929,28,1,5
23957,14,5,1
23971,6,1,1
23977,4,1,5
23981,12,5,5
23993,8,5,1
24001,6,1,1
24007,12,1,1
24019,4,1,5
24023,6,5,5
24029,14,5,1
24043,6,1,1
24049,12,1,1
24061,10,1,5
24071,6,5,5
24077,6,5,5
24083,8,5,1
24091,6,1,1
24097,6,1,1
24103,4,1,5
24107,2,5,1
24109,4,1,5
24113,8,5,1
24121,12,1,1
24133,4,1,5
24137,14,5,1
24151,18,1,1
24169,10,1,5
24179,2,5,1
24181,16,1,5
24197,6,5,5
24203,20,5,1
24223,6,1,1
24229,10,1,5
24239,8,5,1
24247,4,1,5
24251,30,5,5
24281,36,5,5
24317,12,5,5
24329,8,5,1
24337,22,1,5
24359,12,5,5
24371,2,5,1
24373,6,1,1
24379,12,1,1
24391,16,1,5
24407,6,5,5
24413,6,5,5
24419,2,5,1
24421,18,1,1
24439,4,1,5
24443,26,5,1
24469,4,1,5
24473,8,5,1
24481,18,1,1
24499,10,1,5
24509,8,5,1
24517,10,1,5
24527,6,5,5
24533,14,5,1
24547,4,1,5
24551,20,5,1
24571,22,1,5
24593,18,5,5
24611,12,5,5
24623,8,5,1
24631,28,1,5
24659,12,5,5
24671,6,5,5
24677,6,5,5
24683,8,5,1
24691,6,1,1
24697,12,1,1
24709,24,1,1
24733,16,1,5
24749,14,5,1
24763,4,1,5
24767,14,5,1
24781,12,1,1
24793,6,1,1
24799,10,1,5
24809,12,5,5
24821,20,5,1
24841,6,1,1
24847,4,1,5
24851,8,5,1
24859,18,1,1
24877,12,1,1
24889,18,1,1
24907,10,1,5
24917,2,5,1
24919,4,1,5
24923,20,5,1
24943,10,1,5
24953,14,5,1
24967,4,1,5
24971,6,5,5
24977,2,5,1
24979,10,1,5
24989,24,5,5
25013,18,5,5
25031,2,5,1
25033,4,1,5
25037,20,5,1
25057,16,1,5
25073,14,5,1
25087,10,1,5
25097,14,5,1
25111,6,1,1
25117,4,1,5
25121,6,5,5
25127,20,5,1
25147,6,1,1
25153,10,1,5
25163,6,5,5
25169,2,5,1
25171,12,1,1
25183,6,1,1
25189,30,1,1
25219,10,1,5
25229,8,5,1
25237,6,1,1
25243,4,1,5
25247,6,5,5
25253,8,5,1
25261,40,1,5
25301,2,5,1
25303,4,1,5
25307,2,5,1
25309,12,1,1
25321,18,1,1
25339,4,1,5
25343,6,5,5
25349,8,5,1
25357,10,1,5
25367,6,5,5
25373,18,5,5
25391,18,5,5
25409,2,5,1
25411,12,1,1
25423,16,1,5
25439,8,5,1
25447,6,1,1
25453,4,1,5
25457,6,5,5
25463,6,5,5
25469,2,5,1
25471,52,1,5
25523,14,5,1
25537,4,1,5
25541,20,5,1
25561,16,1,5
25577,2,5,1
25579,4,1,5
25583,6,5,5
25589,12,5,5
25601,2,5,1
25603,6,1,1
25609,12,1,1
25621,12,1,1
25633,6,1,1
25639,4,1,5
25643,14,5,1
25657,10,1,5
25667,6,5,5
25673,6,5,5
25679,14,5,1
25693,10,1,5
25703,14,5,1
25717,16,1,5
25733,8,5,1
25741,6,1,1
25747,12,1,1
25759,4,1,5
25763,8,5,1
25771,22,1,5
25793,6,5,5
25799,2,5,1
25801,18,1,1
25819,22,1,5
25841,6,5,5
25847,2,5,1
25849,18,1,1
25867,6,1,1
25873,16,1,5
25889,14,5,1
25903,10,1,5
25913,6,5,5
25919,12,5,5
25931,2,5,1
25933,6,1,1
25939,4,1,5
25943,8,5,1
25951,18,1,1
25969,12,1,1
25981,16,1,5
25997,2,5,1
25999,4,1,5
26003,14,5,1
26017,4,1,5
26021,8,5,1
26029,12,1,1
26041,12,1,1
26053,30,1,1
26083,16,1,5
26099,8,5,1
26107,4,1,5
26111,2,5,1
26113,6,1,1
26119,22,1,5
26141,12,5,5
26153,8,5,1
26161,10,1,5
26171,6,5,5
26177,6,5,5
26183,6,5,5
26189,14,5,1
26203,6,1,1
26209,18,1,1
26227,10,1,5
26237,12,5,5
26249,2,5,1
26251,10,1,5
26261,2,5,1
26263,4,1,5
26267,26,5,1
26293,4,1,5
26297,12,5,5
26309,8,5,1
26317,4,1,5
26321,18,5,5
26339,8,5,1
26347,10,1,5
26357,14,5,1
26371,16,1,5
26387,6,5,5
26393,6,5,5
26399,8,5,1
26407,10,1,5
26417,6,5,5
26423,8,5,1
26431,6,1,1
26437,12,1,1
26449,10,1,5
26459,20,5,1
26479,10,1,5
26489,8,5,1
26497,4,1,5
26501,12,5,5
26513,26,5,1
26539,18,1,1
26557,4,1,5
26561,12,5,5
26573,18,5,5
26591,6,5,5
26597,30,5,5
26627,6,5,5
26633,8,5,1
26641,6,1,1
26647,22,1,5
26669,12,5,5
26681,2,5,1
26683,4,1,5
26687,6,5,5
26693,6,5,5
26699,2,5,1
26701,10,1,5
26711,2,5,1
26713,4,1,5
26717,6,5,5
26723,6,5,5
26729,2,5,1
26731,6,1,1
26737,22,1,5
26759,18,5,5
26777,6,5,5
26783,18,5,5
26801,12,5,5
26813,8,5,1
26821,12,1,1
26833,6,1,1
26839,10,1,5
26849,12,5,5
26861,2,5,1
26863,16,1,5
26879,2,5,1
26881,10,1,5
26891,2,5,1
26893,10,1,5
26903,18,5,5
26921,6,5,5
26927,20,5,1
26947,4,1,5
26951,2,5,1
26953,6,1,1
26959,22,1,5
26981,6,5,5
26987,6,5,5
26993,18,5,5
27011,6,5,5
27017,14,5,1
27031,12,1,1
27043,16,1,5
27059,2,5,1
27061,6,1,1
27067,6,1,1
27073,4,1,5
27077,14,5,1
27091,12,1,1
27103,4,1,5
27107,2,5,1
27109,18,1,1
27127,16,1,5
27143,36,5,5
27179,12,5,5
27191,6,5,5
27197,14,5,1
27211,28,1,5
27239,2,5,1
27241,12,1,1
27253,6,1,1
27259,12,1,1
27271,6,1,1
27277,4,1,5
27281,2,5,1
27283,16,1,5
27299,30,5,5
27329,8,5,1
27337,24,1,1
27361,6,1,1
27367,30,1,1
27397,10,1,5
27407,2,5,1
27409,18,1,1
27427,4,1,5
27431,6,5,5
27437,12,5,5
27449,8,5,1
27457,22,1,5
27479,2,5,1
27481,6,1,1
27487,22,1,5
27509,18,5,5
27527,2,5,1
27529,10,1,5
27539,2,5,1
27541,10,1,5
27551,30,5,5
27581,2,5,1
27583,28,1,5
27611,6,5,5
27617,14,5,1
27631,16,1,5
27647,6,5,5
27653,20,5,1
27673,16,1,5
27689,2,5,1
27691,6,1,1
27697,4,1,5
27701,32,5,1
27733,4,1,5
27737,2,5,1
27739,4,1,5
27743,6,5,5
27749,2,5,1
27751,12,1,1
27763,4,1,5
27767,6,5,5
27773,6,5,5
27779,12,5,5
27791,2,5,1
27793,6,1,1
27799,4,1,5
27803,6,5,5
27809,8,5,1
27817,6,1,1
27823,4,1,5
27827,20,5,1
27847,4,1,5
27851,32,5,1
27883,10,1,5
27893,8,5,1
27901,16,1,5
27917,2,5,1
27919,22,1,5
27941,2,5,1
27943,4,1,5
27947,6,5,5
27953,8,5,1
27961,6,1,1
27967,16,1,5
27983,14,5,1
27997,4,1,5
28001,18,5,5
28019,8,5,1
28027,4,1,5
28031,20,5,1
28051,6,1,1
28057,12,1,1
28069,12,1,1
28081,6,1,1
28087,10,1,5
28097,2,5,1
28099,10,1,5
28109,2,5,1
28111,12,1,1
28123,28,1,5
28151,12,5,5
28163,18,5,5
28181,2,5,1
28183,18,1,1
28201,10,1,5
28211,8,5,1
28219,10,1,5
28229,48,5,5
28277,2,5,1
28279,4,1,5
28283,6,5,5
28289,8,5,1
28297,10,1,5
28307,2,5,1
28309,10,1,5
28319,30,5,5
28349,2,5,1
28351,36,1,1
28387,6,1,1
28393,10,1,5
28403,6,5,5
28409,2,5,1
28411,18,1,1
28429,4,1,5
28433,6,5,5
28439,8,5,1
28447,16,1,5
28463,14,5,1
28477,16,1,5
28493,6,5,5
28499,14,5,1
28513,4,1,5
28517,20,5,1
28537,4,1,5
28541,6,5,5
28547,2,5,1
28549,10,1,5
28559,12,5,5
28571,2,5,1
28573,6,1,1
28579,12,1,1
28591,6,1,1
28597,6,1,1
28603,4,1,5
28607,12,5,5
28619,2,5,1
28621,6,1,1
