p,gap,res_mod6,next_res_mod6
93187,12,1,1
93199,30,1,1
93229,10,1,5
93239,2,5,1
93241,10,1,5
93251,2,5,1
93253,4,1,5
93257,6,5,5
93263,18,5,5
93281,2,5,1
93283,4,1,5
93287,20,5,1
93307,12,1,1
93319,4,1,5
93323,6,5,5
93329,8,5,1
93337,34,1,5
93371,6,5,5
93377,6,5,5
93383,24,5,5
93407,12,5,5
93419,8,5,1
93427,36,1,1
93463,16,1,5
93479,2,5,1
93481,6,1,1
93487,4,1,5
93491,2,5,1
93493,4,1,5
93497,6,5,5
93503,20,5,1
93523,6,1,1
93529,24,1,1
93553,4,1,5
93557,2,5,1
93559,4,1,5
93563,18,5,5
93581,20,5,1
93601,6,1,1
93607,22,1,5
93629,8,5,1
93637,46,1,5
93683,18,5,5
93701,2,5,1
93703,16,1,5
93719,20,5,1
93739,22,1,5
93761,2,5,1
93763,24,1,1
93787,22,1,5
93809,2,5,1
93811,16,1,5
93827,24,5,5
93851,20,5,1
93871,16,1,5
93887,2,5,1
93889,4,1,5
93893,8,5,1
93901,10,1,5
93911,2,5,1
93913,10,1,5
93923,14,5,1
93937,4,1,5
93941,8,5,1
93949,18,1,1
93967,4,1,5
93971,8,5,1
93979,4,1,5
93983,14,5,1
93997,10,1,5
94007,2,5,1
94009,24,1,1
94033,16,1,5
94049,8,5,1
94057,6,1,1
94063,16,1,5
94079,20,5,1
94099,10,1,5
94109,2,5,1
94111,6,1,1
94117,4,1,5
94121,30,5,5
94151,2,5,1
94153,16,1,5
94169,32,5,1
94201,6,1,1
94207,12,1,1
94219,10,1,5
94229,24,5,5
94253,8,5,1
94261,12,1,1
94273,18,1,1
94291,16,1,5
94307,2,5,1
94309,12,1,1
94321,6,1,1
94327,4,1,5
94331,12,5,5
94343,6,5,5
94349,2,5,1
94351,28,1,5
94379,18,5,5
94397,2,5,1
94399,22,1,5
94421,6,5,5
94427,6,5,5
94433,6,5,5
94439,2,5,1
94441,6,1,1
94447,16,1,5
94463,14,5,1
94477,6,1,1
94483,30,1,1
94513,16,1,5
94529,2,5,1
94531,10,1,5
94541,2,5,1
94543,4,1,5
94547,12,5,5
94559,2,5,1
94561,12,1,1
94573,10,1,5
94583,14,5,1
94597,6,1,1
94603,10,1,5
94613,8,5,1
94621,28,1,5
94649,2,5,1
94651,36,1,1
94687,6,1,1
94693,16,1,5
94709,14,5,1
94723,4,1,5
94727,20,5,1
94747,24,1,1
94771,6,1,1
94777,4,1,5
94781,8,5,1
94789,4,1,5
94793,18,5,5
94811,8,5,1
94819,4,1,5
94823,14,5,1
94837,4,1,5
94841,6,5,5
94847,2,5,1
94849,24,1,1
94873,16,1,5
94889,14,5,1
94903,4,1,5
94907,26,5,1
94933,16,1,5
94949,2,5,1
94951,10,1,5
94961,32,5,1
94993,6,1,1
94999,4,1,5
95003,6,5,5
95009,12,5,5
95021,6,5,5
95027,36,5,5
95063,8,5,1
95071,12,1,1
95083,4,1,5
95087,2,5,1
95089,4,1,5
95093,8,5,1
95101,6,1,1
95107,4,1,5
95111,20,5,1
95131,12,1,1
95143,10,1,5
95153,24,5,5
95177,12,5,5
95189,2,5,1
95191,12,1,1
95203,10,1,5
95213,6,5,5
95219,12,5,5
95231,2,5,1
95233,6,1,1
95239,18,1,1
95257,4,1,5
95261,6,5,5
95267,6,5,5
95273,6,5,5
95279,8,5,1
95287,24,1,1
95311,6,1,1
95317,10,1,5
95327,12,5,5
95339,30,5,5
95369,14,5,1
95383,10,1,5
95393,8,5,1
95401,12,1,1
95413,6,1,1
95419,10,1,5
95429,12,5,5
95441,2,5,1
95443,18,1,1
95461,6,1,1
95467,4,1,5
95471,8,5,1
95479,4,1,5
95483,24,5,5
95507,20,5,1
95527,4,1,5
95531,8,5,1
95539,10,1,5
95549,12,5,5
95561,8,5,1
95569,12,1,1
95581,16,1,5
95597,6,5,5
95603,14,5,1
95617,4,1,5
95621,8,5,1
95629,4,1,5
95633,18,5,5
95651,50,5,1
95701,6,1,1
95707,6,1,1
95713,4,1,5
95717,6,5,5
95723,8,5,1
95731,6,1,1
95737,10,1,5
95747,26,5,1
95773,10,1,5
95783,6,5,5
95789,2,5,1
95791,10,1,5
95801,2,5,1
95803,10,1,5
95813,6,5,5
95819,38,5,1
95857,12,1,1
95869,4,1,5
95873,8,5,1
95881,10,1,5
95891,20,5,1
95911,6,1,1
95917,6,1,1
95923,6,1,1
95929,18,1,1
95947,10,1,5
95957,2,5,1
95959,12,1,1
95971,16,1,5
95987,2,5,1
95989,12,1,1
96001,12,1,1
96013,4,1,5
96017,26,5,1
96043,10,1,5
96053,6,5,5
96059,20,5,1
96079,18,1,1
96097,40,1,5
96137,12,5,5
96149,8,5,1
96157,10,1,5
96167,12,5,5
96179,2,5,1
96181,18,1,1
96199,12,1,1
96211,10,1,5
96221,2,5,1
96223,10,1,5
96233,26,5,1
96259,4,1,5
96263,6,5,5
96269,12,5,5
96281,8,5,1
96289,4,1,5
96293,30,5,5
96323,6,5,5
96329,2,5,1
96331,6,1,1
96337,16,1,5
96353,24,5,5
96377,24,5,5
96401,18,5,5
96419,12,5,5
96431,12,5,5
96443,8,5,1
96451,6,1,1
96457,4,1,5
96461,8,5,1
96469,10,1,5
96479,8,5,1
96487,6,1,1
96493,4,1,5
96497,20,5,1
96517,10,1,5
96527,26,5,1
96553,4,1,5
96557,24,5,5
96581,6,5,5
96587,2,5,1
96589,12,1,1
96601,42,1,1
96643,18,1,1
96661,6,1,1
96667,4,1,5
96671,26,5,1
96697,6,1,1
96703,28,1,5
96731,6,5,5
96737,2,5,1
96739,10,1,5
96749,8,5,1
96757,6,1,1
96763,6,1,1
96769,10,1,5
96779,8,5,1
96787,10,1,5
96797,2,5,1
96799,22,1,5
96821,2,5,1
96823,4,1,5
96827,20,5,1
96847,4,1,5
96851,6,5,5
96857,36,5,5
96893,14,5,1
96907,4,1,5
96911,20,5,1
96931,22,1,5
96953,6,5,5
96959,14,5,1
96973,6,1,1
96979,10,1,5
96989,8,5,1
96997,4,1,5
97001,2,5,1
97003,4,1,5
97007,14,5,1
97021,18,1,1
97039,34,1,5
97073,8,5,1
97081,22,1,5
97103,14,5,1
97117,10,1,5
97127,24,5,5
97151,6,5,5
97157,2,5,1
97159,10,1,5
97169,2,5,1
97171,6,1,1
97177,10,1,5
97187,26,5,1
97213,18,1,1
97231,10,1,5
97241,18,5,5
97259,24,5,5
97283,18,5,5
97301,2,5,1
97303,24,1,1
97327,40,1,5
97367,2,5,1
97369,4,1,5
97373,6,5,5
97379,2,5,1
97381,6,1,1
97387,10,1,5
97397,26,5,1
97423,6,1,1
97429,12,1,1
97441,12,1,1
97453,6,1,1
97459,4,1,5
97463,36,5,5
97499,2,5,1
97501,10,1,5
97511,12,5,5
97523,24,5,5
97547,2,5,1
97549,4,1,5
97553,8,5,1
97561,10,1,5
97571,6,5,5
97577,2,5,1
97579,4,1,5
97583,24,5,5
97607,2,5,1
97609,4,1,5
97613,36,5,5
97649,2,5,1
97651,22,1,5
97673,14,5,1
97687,24,1,1
97711,18,1,1
97729,42,1,1
97771,6,1,1
97777,10,1,5
97787,2,5,1
97789,24,1,1
97813,16,1,5
97829,12,5,5
97841,2,5,1
97843,4,1,5
97847,2,5,1
97849,10,1,5
97859,2,5,1
97861,10,1,5
97871,8,5,1
97879,4,1,5
97883,36,5,5
97919,8,5,1
97927,4,1,5
97931,12,5,5
97943,18,5,5
97961,6,5,5
97967,6,5,5
97973,14,5,1
97987,22,1,5
98009,2,5,1
98011,6,1,1
98017,24,1,1
98041,6,1,1
98047,10,1,5
98057,24,5,5
98081,20,5,1
98101,22,1,5
98123,6,5,5
98129,14,5,1
98143,36,1,1
98179,28,1,5
98207,6,5,5
98213,8,5,1
98221,6,1,1
98227,24,1,1
98251,6,1,1
98257,12,1,1
98269,28,1,5
98297,2,5,1
98299,18,1,1
98317,4,1,5
98321,2,5,1
98323,4,1,5
98327,20,5,1
98347,22,1,5
98369,8,5,1
98377,10,1,5
98387,2,5,1
98389,18,1,1
98407,4,1,5
98411,8,5,1
98419,10,1,5
98429,14,5,1
98443,10,1,5
98453,6,5,5
98459,8,5,1
98467,6,1,1
98473,6,1,1
98479,12,1,1
98491,16,1,5
98507,12,5,5
98519,14,5,1
98533,10,1,5
98543,18,5,5
98561,2,5,1
98563,10,1,5
98573,24,5,5
98597,24,5,5
98621,6,5,5
98627,12,5,5
98639,2,5,1
98641,22,1,5
98663,6,5,5
98669,20,5,1
98689,22,1,5
98711,2,5,1
98713,4,1,5
98717,12,5,5
98729,2,5,1
98731,6,1,1
98737,36,1,1
98773,6,1,1
98779,22,1,5
98801,6,5,5
98807,2,5,1
98809,28,1,5
98837,12,5,5
98849,18,5,5
98867,2,5,1
98869,4,1,5
98873,14,5,1
98887,6,1,1
98893,4,1,5
98897,2,5,1
98899,10,1,5
98909,2,5,1
98911,16,1,5
98927,2,5,1
98929,10,1,5
98939,8,5,1
98947,6,1,1
98953,10,1,5
98963,18,5,5
98981,12,5,5
98993,6,5,5
98999,14,5,1
99013,4,1,5
99017,6,5,5
99023,18,5,5
99041,12,5,5
99053,26,5,1
99079,4,1,5
99083,6,5,5
99089,14,5,1
99103,6,1,1
99109,10,1,5
99119,12,5,5
99131,2,5,1
99133,4,1,5
99137,2,5,1
99139,10,1,5
99149,24,5,5
99173,8,5,1
99181,10,1,5
99191,32,5,1
99223,10,1,5
99233,8,5,1
99241,10,1,5
99251,6,5,5
99257,2,5,1
99259,18,1,1
99277,12,1,1
99289,28,1,5
99317,30,5,5
99347,2,5,1
99349,18,1,1
99367,4,1,5
99371,6,5,5
99377,14,5,1
99391,6,1,1
99397,4,1,5
99401,8,5,1
99409,22,1,5
99431,8,5,1
99439,30,1,1
99469,18,1,1
99487,10,1,5
99497,26,5,1
99523,4,1,5
99527,2,5,1
99529,22,1,5
99551,8,5,1
99559,4,1,5
99563,8,5,1
99571,6,1,1
99577,4,1,5
99581,26,5,1
99607,4,1,5
99611,12,5,5
99623,20,5,1
99643,18,1,1
99661,6,1,1
99667,12,1,1
99679,10,1,5
99689,18,5,5
99707,2,5,1
99709,4,1,5
99713,6,5,5
99719,2,5,1
99721,12,1,1
99733,28,1,5
99761,6,5,5
99767,20,5,1
99787,6,1,1
99793,16,1,5
99809,8,5,1
99817,6,1,1
99823,6,1,1
99829,4,1,5
99833,6,5,5
99839,20,5,1
99859,12,1,1
99871,6,1,1
99877,4,1,5
99881,20,5,1
99901,6,1,1
99907,16,1,5
99923,6,5,5
99929,32,5,1
99961,10,1,5
99971,18,5,5
99989,2,5,1
99991,12,1,1
100003,16,1,5
100019,24,5,5
100043,6,5,5
100049,8,5,1
100057,12,1,1
100069,34,1,5
100103,6,5,5
100109,20,5,1
100129,22,1,5
100151,2,5,1
100153,16,1,5
100169,14,5,1
100183,6,1,1
100189,4,1,5
100193,14,5,1
100207,6,1,1
100213,24,1,1
100237,30,1,1
100267,4,1,5
100271,8,5,1
100279,12,1,1
100291,6,1,1
100297,16,1,5
100313,20,5,1
100333,10,1,5
100343,14,5,1
100357,4,1,5
100361,2,5,1
100363,16,1,5
100379,12,5,5
100391,2,5,1
100393,10,1,5
100403,8,5,1
100411,6,1,1
100417,30,1,1
100447,12,1,1
100459,10,1,5
100469,14,5,1
100483,10,1,5
100493,8,5,1
100501,10,1,5
100511,6,5,5
100517,2,5,1
100519,4,1,5
100523,14,5,1
100537,10,1,5
100547,2,5,1
100549,10,1,5
100559,32,5,1
100591,18,1,1
100609,4,1,5
100613,8,5,1
100621,28,1,5
100649,20,5,1
100669,4,1,5
100673,20,5,1
100693,6,1,1
100699,4,1,5
100703,30,5,5
100733,8,5,1
100741,6,1,1
100747,22,1,5
100769,18,5,5
100787,12,5,5
100799,2,5,1
100801,10,1,5
100811,12,5,5
100823,6,5,5
100829,18,5,5
100847,6,5,5
100853,54,5,5
100907,6,5,5
100913,14,5,1
100927,4,1,5
100931,6,5,5
100937,6,5,5
100943,14,5,1
100957,24,1,1
100981,6,1,1
100987,12,1,1
100999,10,1,5
101009,12,5,5
101021,6,5,5
101027,24,5,5
101051,12,5,5
101063,18,5,5
101081,8,5,1
101089,18,1,1
101107,4,1,5
101111,2,5,1
101113,4,1,5
101117,2,5,1
101119,22,1,5
101141,8,5,1
101149,10,1,5
101159,2,5,1
101161,12,1,1
101173,10,1,5
101183,14,5,1
101197,6,1,1
101203,4,1,5
101207,2,5,1
101209,12,1,1
101221,46,1,5
101267,6,5,5
101273,6,5,5
101279,2,5,1
101281,6,1,1
101287,6,1,1
101293,30,1,1
101323,10,1,5
101333,8,5,1
101341,6,1,1
101347,12,1,1
101359,4,1,5
101363,14,5,1
101377,6,1,1
101383,16,1,5
101399,12,5,5
101411,8,5,1
101419,10,1,5
101429,20,5,1
101449,18,1,1
101467,10,1,5
101477,6,5,5
101483,6,5,5
101489,12,5,5
101501,2,5,1
101503,10,1,5
101513,14,5,1
101527,4,1,5
101531,2,5,1
101533,4,1,5
101537,24,5,5
101561,12,5,5
101573,8,5,1
101581,18,1,1
101599,4,1,5
101603,8,5,1
101611,16,1,5
101627,14,5,1
101641,12,1,1
101653,10,1,5
101663,18,5,5
101681,12,5,5
101693,8,5,1
101701,18,1,1
101719,4,1,5
101723,14,5,1
101737,4,1,5
101741,6,5,5
101747,2,5,1
101749,22,1,5
101771,18,5,5
101789,8,5,1
101797,10,1,5
101807,26,5,1
101833,4,1,5
101837,2,5,1
101839,24,1,1
101863,6,1,1
101869,4,1,5
101873,6,5,5
101879,12,5,5
101891,26,5,1
101917,4,1,5
101921,8,5,1
101929,10,1,5
101939,18,5,5
101957,6,5,5
101963,14,5,1
101977,10,1,5
101987,12,5,5
101999,2,5,1
102001,12,1,1
102013,6,1,1
102019,4,1,5
102023,8,5,1
102031,12,1,1
102043,16,1,5
102059,2,5,1
102061,10,1,5
102071,6,5,5
102077,2,5,1
102079,22,1,5
102101,2,5,1
102103,4,1,5
102107,14,5,1
102121,18,1,1
102139,10,1,5
102149,12,5,5
102161,20,5,1
102181,10,1,5
102191,6,5,5
102197,2,5,1
102199,4,1,5
102203,14,5,1
102217,12,1,1
102229,4,1,5
102233,8,5,1
102241,10,1,5
102251,2,5,1
102253,6,1,1
102259,34,1,5
102293,6,5,5
102299,2,5,1
102301,16,1,5
102317,12,5,5
102329,8,5,1
102337,22,1,5
102359,8,5,1
102367,30,1,1
102397,10,1,5
102407,2,5,1
102409,24,1,1
102433,4,1,5
102437,14,5,1
102451,10,1,5
102461,20,5,1
102481,16,1,5
102497,2,5,1
102499,4,1,5
102503,20,5,1
102523,10,1,5
102533,6,5,5
102539,8,5,1
102547,4,1,5
102551,8,5,1
102559,4,1,5
102563,24,5,5
102587,6,5,5
102593,14,5,1
102607,4,1,5
102611,32,5,1
102643,4,1,5
102647,6,5,5
102653,14,5,1
102667,6,1,1
102673,4,1,5
102677,2,5,1
102679,22,1,5
102701,60,5,5
102761,2,5,1
102763,6,1,1
102769,24,1,1
102793,4,1,5
102797,14,5,1
102811,18,1,1
102829,12,1,1
102841,18,1,1
102859,12,1,1
102871,6,1,1
102877,4,1,5
102881,30,5,5
102911,2,5,1
102913,16,1,5
102929,2,5,1
102931,22,1,5
102953,14,5,1
102967,16,1,5
102983,18,5,5
103001,6,5,5
103007,36,5,5
103043,6,5,5
103049,18,5,5
103067,2,5,1
103069,10,1,5
103079,8,5,1
103087,4,1,5
103091,2,5,1
103093,6,1,1
103099,24,1,1
103123,18,1,1
103141,30,1,1
103171,6,1,1
103177,6,1,1
103183,34,1,5
103217,14,5,1
103231,6,1,1
103237,52,1,5
103289,2,5,1
103291,16,1,5
103307,12,5,5
103319,14,5,1
103333,16,1,5
103349,8,5,1
103357,30,1,1
103387,4,1,5
103391,2,5,1
103393,6,1,1
103399,10,1,5
103409,12,5,5
103421,2,5,1
103423,28,1,5
103451,6,5,5
103457,14,5,1
103471,12,1,1
103483,28,1,5
103511,18,5,5
103529,20,5,1
103549,4,1,5
103553,8,5,1
103561,6,1,1
103567,6,1,1
103573,4,1,5
103577,6,5,5
103583,8,5,1
103591,22,1,5
103613,6,5,5
103619,24,5,5
103643,8,5,1
103651,6,1,1
103657,12,1,1
103669,12,1,1
103681,6,1,1
103687,12,1,1
103699,4,1,5
103703,20,5,1
103723,46,1,5
103769,18,5,5
103787,14,5,1
103801,10,1,5
103811,2,5,1
103813,24,1,1
103837,4,1,5
103841,2,5,1
103843,24,1,1
103867,22,1,5
103889,14,5,1
103903,10,1,5
103913,6,5,5
103919,32,5,1
103951,12,1,1
103963,4,1,5
103967,2,5,1
103969,10,1,5
103979,2,5,1
103981,10,1,5
103991,2,5,1
103993,4,1,5
103997,6,5,5
104003,6,5,5
104009,12,5,5
104021,12,5,5
104033,14,5,1
104047,6,1,1
104053,6,1,1
104059,28,1,5
104087,2,5,1
104089,18,1,1
104107,6,1,1
104113,6,1,1
104119,4,1,5
104123,24,5,5
104147,2,5,1
104149,12,1,1
104161,12,1,1
104173,6,1,1
104179,4,1,5
104183,24,5,5
104207,24,5,5
104231,2,5,1
104233,6,1,1
104239,4,1,5
104243,38,5,1
104281,6,1,1
104287,10,1,5
104297,12,5,5
104309,2,5,1
104311,12,1,1
104323,4,1,5
104327,20,5,1
104347,22,1,5
104369,12,5,5
104381,2,5,1
104383,10,1,5
104393,6,5,5
104399,18,5,5
104417,42,5,5
104459,12,5,5
104471,2,5,1
104473,6,1,1
104479,12,1,1
104491,22,1,5
104513,14,5,1
104527,10,1,5
104537,6,5,5
104543,6,5,5
104549,2,5,1
104551,10,1,5
104561,18,5,5
104579,14,5,1
104593,4,1,5
104597,26,5,1
104623,16,1,5
104639,12,5,5
104651,8,5,1
104659,18,1,1
104677,4,1,5
104681,2,5,1
104683,10,1,5
104693,8,5,1
104701,6,1,1
104707,4,1,5
104711,6,5,5
104717,6,5,5
104723,6,5,5
104729,14,5,1
104743,16,1,5
104759,2,5,1
104761,12,1,1
104773,6,1,1
104779,10,1,5
104789,12,5,5
104801,2,5,1
104803,24,1,1
104827,4,1,5
104831,18,5,5
104849,2,5,1
104851,18,1,1
104869,10,1,5
104879,12,5,5
104891,20,5,1
104911,6,1,1
104917,16,1,5
104933,14,5,1
104947,6,1,1
104953,6,1,1
104959,12,1,1
104971,16,1,5
104987,12,5,5
104999,20,5,1
105019,4,1,5
105023,8,5,1
105031,6,1,1
105037,34,1,5
105071,26,5,1
105097,10,1,5
105107,30,5,5
105137,6,5,5
105143,24,5,5
105167,6,5,5
105173,26,5,1
105199,12,1,1
105211,16,1,5
105227,2,5,1
105229,10,1,5
105239,12,5,5
105251,2,5,1
105253,10,1,5
105263,6,5,5
105269,8,5,1
105277,42,1,1
105319,4,1,5
105323,8,5,1
105331,6,1,1
105337,4,1,5
105341,18,5,5
105359,2,5,1
105361,6,1,1
105367,6,1,1
105373,6,1,1
105379,10,1,5
105389,8,5,1
105397,4,1,5
105401,6,5,5
105407,30,5,5
105437,12,5,5
105449,18,5,5
105467,24,5,5
105491,8,5,1
105499,4,1,5
105503,6,5,5
105509,8,5,1
105517,10,1,5
105527,2,5,1
105529,4,1,5
105533,8,5,1
105541,16,1,5
105557,6,5,5
105563,38,5,1
105601,6,1,1
105607,6,1,1
105613,6,1,1
105619,30,1,1
105649,4,1,5
105653,14,5,1
105667,6,1,1
105673,10,1,5
105683,8,5,1
105691,10,1,5
105701,26,5,1
105727,6,1,1
105733,18,1,1
105751,10,1,5
105761,6,5,5
105767,2,5,1
105769,48,1,1
105817,12,1,1
105829,34,1,5
105863,8,5,1
105871,12,1,1
105883,16,1,5
105899,8,5,1
105907,6,1,1
105913,16,1,5
105929,14,5,1
105943,10,1,5
105953,14,5,1
105967,4,1,5
105971,6,5,5
105977,6,5,5
105983,14,5,1
105997,16,1,5
106013,6,5,5
106019,12,5,5
106031,2,5,1
106033,54,1,1
106087,16,1,5
106103,6,5,5
106109,12,5,5
106121,2,5,1
106123,6,1,1
106129,34,1,5
106163,18,5,5
106181,6,5,5
106187,2,5,1
106189,18,1,1
106207,6,1,1
106213,4,1,5
106217,2,5,1
106219,24,1,1
106243,18,1,1
106261,12,1,1
106273,4,1,5
106277,2,5,1
106279,12,1,1
106291,6,1,1
106297,6,1,1
106303,4,1,5
106307,12,5,5
106319,2,5,1
106321,10,1,5
106331,18,5,5
106349,8,5,1
106357,6,1,1
106363,4,1,5
106367,6,5,5
106373,18,5,5
106391,6,5,5
106397,14,5,1
106411,6,1,1
106417,10,1,5
106427,6,5,5
106433,8,5,1
106441,10,1,5
106451,2,5,1
106453,34,1,5
106487,14,5,1
106501,30,1,1
106531,6,1,1
106537,4,1,5
106541,2,5,1
106543,48,1,1
106591,28,1,5
106619,2,5,1
106621,6,1,1
106627,10,1,5
106637,12,5,5
106649,8,5,1
106657,4,1,5
106661,2,5,1
106663,6,1,1
106669,12,1,1
106681,12,1,1
106693,6,1,1
106699,4,1,5
106703,18,5,5
106721,6,5,5
106727,12,5,5
106739,8,5,1
106747,4,1,5
106751,2,5,1
106753,6,1,1
106759,22,1,5
106781,2,5,1
106783,4,1,5
106787,14,5,1
106801,22,1,5
106823,30,5,5
106853,6,5,5
106859,2,5,1
106861,6,1,1
106867,4,1,5
106871,6,5,5
106877,26,5,1
106903,4,1,5
106907,14,5,1
106921,16,1,5
106937,12,5,5
106949,8,5,1
106957,4,1,5
106961,2,5,1
106963,16,1,5
106979,14,5,1
106993,28,1,5
107021,12,5,5
107033,20,5,1
107053,4,1,5
107057,12,5,5
107069,2,5,1
107071,6,1,1
107077,12,1,1
107089,10,1,5
107099,2,5,1
107101,18,1,1
107119,4,1,5
107123,14,5,1
107137,34,1,5
107171,12,5,5
107183,14,5,1
107197,4,1,5
107201,8,5,1
107209,18,1,1
107227,16,1,5
107243,8,5,1
107251,18,1,1
107269,4,1,5
107273,6,5,5
107279,30,5,5
107309,14,5,1
107323,16,1,5
107339,8,5,1
107347,4,1,5
107351,6,5,5
107357,20,5,1
107377,64,1,5
107441,8,5,1
107449,4,1,5
107453,14,5,1
107467,6,1,1
107473,34,1,5
107507,2,5,1
107509,54,1,1
107563,18,1,1
107581,18,1,1
107599,4,1,5
107603,6,5,5
107609,12,5,5
107621,20,5,1
107641,6,1,1
107647,24,1,1
107671,16,1,5
107687,6,5,5
107693,6,5,5
107699,14,5,1
107713,4,1,5
107717,2,5,1
107719,22,1,5
107741,6,5,5
107747,14,5,1
107761,12,1,1
107773,4,1,5
107777,14,5,1
107791,36,1,1
107827,10,1,5
107837,2,5,1
107839,4,1,5
107843,14,5,1
107857,10,1,5
107867,6,5,5
107873,8,5,1
107881,16,1,5
107897,6,5,5
107903,20,5,1
107923,4,1,5
107927,14,5,1
107941,10,1,5
107951,20,5,1
107971,10,1,5
107981,18,5,5
107999,8,5,1
108007,4,1,5
108011,2,5,1
108013,10,1,5
108023,14,5,1
108037,4,1,5
108041,20,5,1
108061,18,1,1
108079,10,1,5
108089,18,5,5
108107,2,5,1
108109,18,1,1
108127,4,1,5
108131,8,5,1
108139,22,1,5
108161,18,5,5
108179,8,5,1
108187,4,1,5
108191,2,5,1
108193,10,1,5
108203,8,5,1
108211,6,1,1
108217,6,1,1
108223,10,1,5
108233,14,5,1
108247,16,1,5
108263,8,5,1
108271,16,1,5
108287,2,5,1
108289,4,1,5
108293,8,5,1
108301,42,1,1
108343,4,1,5
108347,12,5,5
108359,18,5,5
108377,2,5,1
108379,22,1,5
108401,12,5,5
108413,8,5,1
108421,18,1,1
108439,18,1,1
108457,4,1,5
108461,2,5,1
108463,34,1,5
108497,2,5,1
108499,4,1,5
108503,14,5,1
108517,12,1,1
108529,4,1,5
108533,8,5,1
108541,12,1,1
108553,4,1,5
108557,14,5,1
108571,16,1,5
108587,44,5,1
108631,6,1,1
108637,6,1,1
108643,6,1,1
108649,28,1,5
108677,30,5,5
108707,2,5,1
108709,18,1,1
108727,12,1,1
108739,12,1,1
108751,10,1,5
108761,8,5,1
108769,22,1,5
108791,2,5,1
108793,6,1,1
108799,4,1,5
108803,18,5,5
108821,6,5,5
108827,36,5,5
108863,6,5,5
108869,8,5,1
108877,4,1,5
108881,2,5,1
108883,4,1,5
108887,6,5,5
108893,14,5,1
108907,10,1,5
108917,6,5,5
108923,6,5,5
108929,14,5,1
108943,4,1,5
108947,2,5,1
108949,10,1,5
108959,2,5,1
108961,6,1,1
108967,4,1,5
108971,20,5,1
108991,10,1,5
109001,12,5,5
109013,24,5,5
109037,12,5,5
109049,14,5,1
109063,10,1,5
109073,24,5,5
109097,6,5,5
109103,8,5,1
109111,10,1,5
109121,12,5,5
109133,6,5,5
109139,2,5,1
109141,6,1,1
109147,12,1,1
109159,10,1,5
109169,2,5,1
109171,28,1,5
109199,2,5,1
109201,10,1,5
109211,18,5,5
109229,24,5,5
109253,14,5,1
109267,12,1,1
109279,18,1,1
109297,6,1,1
109303,10,1,5
109313,8,5,1
109321,10,1,5
109331,26,5,1
109357,6,1,1
109363,4,1,5
109367,12,5,5
109379,8,5,1
109387,4,1,5
109391,6,5,5
109397,26,5,1
109423,10,1,5
109433,8,5,1
109441,10,1,5
109451,2,5,1
109453,16,1,5
109469,2,5,1
109471,10,1,5
109481,26,5,1
109507,10,1,5
109517,2,5,1
109519,18,1,1
109537,4,1,5
109541,6,5,5
109547,20,5,1
109567,12,1,1
109579,4,1,5
109583,6,5,5
109589,8,5,1
109597,12,1,1
109609,10,1,5
109619,2,5,1
109621,18,1,1
109639,22,1,5
109661,2,5,1
109663,10,1,5
109673,44,5,1
109717,4,1,5
109721,20,5,1
109741,10,1,5
109751,38,5,1
109789,4,1,5
109793,14,5,1
109807,12,1,1
109819,10,1,5
109829,2,5,1
109831,10,1,5
109841,2,5,1
109843,4,1,5
109847,2,5,1
109849,10,1,5
109859,14,5,1
109873,10,1,5
109883,8,5,1
109891,6,1,1
109897,6,1,1
109903,10,1,5
109913,6,5,5
109919,18,5,5
109937,6,5,5
109943,18,5,5
109961,26,5,1
109987,30,1,1
110017,6,1,1
110023,16,1,5
110039,12,5,5
110051,8,5,1
110059,4,1,5
110063,6,5,5
110069,14,5,1
110083,36,1,1
110119,10,1,5
110129,32,5,1
110161,22,1,5
110183,38,5,1
110221,12,1,1
110233,4,1,5
110237,14,5,1
110251,10,1,5
110261,8,5,1
110269,4,1,5
110273,8,5,1
110281,10,1,5
110291,20,5,1
110311,10,1,5
110321,2,5,1
110323,16,1,5
110339,20,5,1
110359,60,1,1
110419,12,1,1
110431,6,1,1
110437,4,1,5
110441,18,5,5
110459,18,5,5
110477,2,5,1
110479,12,1,1
110491,10,1,5
110501,2,5,1
110503,24,1,1
110527,6,1,1
110533,10,1,5
110543,14,5,1
110557,6,1,1
110563,4,1,5
110567,2,5,1
110569,4,1,5
110573,8,5,1
110581,6,1,1
110587,10,1,5
110597,6,5,5
110603,6,5,5
110609,14,5,1
110623,6,1,1
110629,12,1,1
110641,6,1,1
110647,4,1,5
110651,30,5,5
110681,30,5,5
110711,18,5,5
110729,2,5,1
110731,18,1,1
110749,4,1,5
110753,18,5,5
110771,6,5,5
110777,30,5,5
110807,6,5,5
110813,6,5,5
110819,2,5,1
110821,28,1,5
110849,14,5,1
110863,16,1,5
110879,2,5,1
110881,18,1,1
110899,10,1,5
110909,8,5,1
110917,4,1,5
110921,2,5,1
110923,4,1,5
110927,6,5,5
110933,6,5,5
110939,8,5,1
110947,4,1,5
110951,18,5,5
110969,8,5,1
110977,12,1,1
110989,40,1,5
111029,2,5,1
111031,12,1,1
111043,6,1,1
111049,4,1,5
111053,38,5,1
111091,12,1,1
111103,6,1,1
111109,10,1,5
111119,2,5,1
111121,6,1,1
111127,16,1,5
111143,6,5,5
111149,38,5,1
111187,4,1,5
111191,20,5,1
111211,6,1,1
111217,10,1,5
