p,gap,res_mod6,next_res_mod6
455033,14,5,1
455047,6,1,1
455053,40,1,5
455093,6,5,5
455099,24,5,5
455123,26,5,1
455149,10,1,5
455159,8,5,1
455167,4,1,5
455171,6,5,5
455177,24,5,5
455201,18,5,5
455219,8,5,1
455227,6,1,1
455233,4,1,5
455237,24,5,5
455261,2,5,1
455263,6,1,1
455269,22,1,5
455291,18,5,5
455309,8,5,1
455317,4,1,5
455321,12,5,5
455333,6,5,5
455339,2,5,1
455341,12,1,1
455353,28,1,5
455381,12,5,5
455393,8,5,1
455401,6,1,1
455407,12,1,1
455419,12,1,1
455431,6,1,1
455437,6,1,1
455443,18,1,1
455461,10,1,5
455471,2,5,1
455473,6,1,1
455479,10,1,5
455489,2,5,1
455491,22,1,5
455513,14,5,1
455527,4,1,5
455531,6,5,5
455537,20,5,1
455557,16,1,5
455573,6,5,5
455579,18,5,5
455597,2,5,1
455599,4,1,5
455603,24,5,5
455627,20,5,1
455647,12,1,1
455659,22,1,5
455681,2,5,1
455683,4,1,5
455687,14,5,1
455701,10,1,5
455711,6,5,5
455717,20,5,1
455737,24,1,1
455761,22,1,5
455783,6,5,5
455789,20,5,1
455809,18,1,1
455827,4,1,5
455831,18,5,5
455849,14,5,1
455863,18,1,1
455881,18,1,1
455899,22,1,5
455921,12,5,5
455933,8,5,1
455941,12,1,1
455953,16,1,5
455969,8,5,1
455977,12,1,1
455989,4,1,5
455993,6,5,5
455999,8,5,1
456007,6,1,1
456013,10,1,5
456023,14,5,1
456037,10,1,5
456047,14,5,1
456061,30,1,1
456091,16,1,5
456107,2,5,1
456109,10,1,5
456119,30,5,5
456149,2,5,1
456151,16,1,5
456167,26,5,1
456193,30,1,1
456223,10,1,5
456233,8,5,1
456241,42,1,1
456283,10,1,5
456293,36,5,5
456329,20,5,1
456349,4,1,5
456353,14,5,1
456367,10,1,5
456377,26,5,1
456403,6,1,1
456409,18,1,1
456427,12,1,1
456439,12,1,1
456451,6,1,1
456457,4,1,5
456461,38,5,1
456499,4,1,5
456503,14,5,1
456517,6,1,1
456523,6,1,1
456529,10,1,5
456539,14,5,1
456553,4,1,5
456557,2,5,1
456559,12,1,1
456571,10,1,5
456581,6,5,5
456587,20,5,1
456607,4,1,5
456611,2,5,1
456613,10,1,5
456623,18,5,5
456641,6,5,5
456647,2,5,1
456649,4,1,5
456653,26,5,1
456679,4,1,5
456683,14,5,1
456697,30,1,1
456727,10,1,5
456737,26,5,1
456763,4,1,5
456767,2,5,1
456769,22,1,5
456791,18,5,5
456809,2,5,1
456811,10,1,5
456821,50,5,1
456871,6,1,1
456877,4,1,5
456881,18,5,5
456899,2,5,1
456901,22,1,5
456923,26,5,1
456949,10,1,5
456959,20,5,1
456979,12,1,1
456991,10,1,5
457001,2,5,1
457003,10,1,5
457013,8,5,1
457021,22,1,5
457043,6,5,5
457049,8,5,1
457057,30,1,1
457087,4,1,5
457091,6,5,5
457097,2,5,1
457099,18,1,1
457117,22,1,5
457139,12,5,5
457151,2,5,1
457153,30,1,1
457183,6,1,1
457189,12,1,1
457201,12,1,1
457213,16,1,5
457229,12,5,5
457241,12,5,5
457253,14,5,1
457267,4,1,5
457271,6,5,5
457277,2,5,1
457279,28,1,5
457307,12,5,5
457319,14,5,1
457333,6,1,1
457339,24,1,1
457363,4,1,5
457367,14,5,1
457381,12,1,1
457393,4,1,5
457397,2,5,1
457399,4,1,5
457403,8,5,1
457411,10,1,5
457421,12,5,5
457433,26,5,1
457459,10,1,5
457469,38,5,1
457507,4,1,5
457511,6,5,5
457517,30,5,5
457547,6,5,5
457553,6,5,5
457559,12,5,5
457571,36,5,5
457607,2,5,1
457609,12,1,1
457621,22,1,5
457643,8,5,1
457651,10,1,5
457661,8,5,1
457669,4,1,5
457673,6,5,5
457679,8,5,1
457687,10,1,5
457697,14,5,1
457711,28,1,5
457739,18,5,5
457757,32,5,1
457789,10,1,5
457799,14,5,1
457813,4,1,5
457817,12,5,5
457829,8,5,1
457837,34,1,5
457871,18,5,5
457889,14,5,1
457903,10,1,5
457913,30,5,5
457943,36,5,5
457979,2,5,1
457981,6,1,1
457987,22,1,5
458009,18,5,5
458027,12,5,5
458039,8,5,1
458047,6,1,1
458053,4,1,5
458057,6,5,5
458063,6,5,5
458069,50,5,1
458119,4,1,5
458123,50,5,1
458173,6,1,1
458179,10,1,5
458189,2,5,1
458191,6,1,1
458197,10,1,5
458207,12,5,5
458219,20,5,1
458239,70,1,5
458309,8,5,1
458317,6,1,1
458323,4,1,5
458327,6,5,5
458333,24,5,5
458357,6,5,5
458363,14,5,1
458377,22,1,5
458399,2,5,1
458401,6,1,1
458407,42,1,1
458449,28,1,5
458477,6,5,5
458483,18,5,5
458501,30,5,5
458531,2,5,1
458533,10,1,5
458543,24,5,5
458567,2,5,1
458569,4,1,5
458573,20,5,1
458593,6,1,1
458599,12,1,1
458611,10,1,5
458621,8,5,1
458629,10,1,5
458639,12,5,5
458651,12,5,5
458663,6,5,5
458669,14,5,1
458683,18,1,1
458701,18,1,1
458719,10,1,5
458729,18,5,5
458747,42,5,5
458789,2,5,1
458791,6,1,1
458797,10,1,5
458807,12,5,5
458819,30,5,5
458849,14,5,1
458863,16,1,5
458879,12,5,5
458891,6,5,5
458897,20,5,1
458917,4,1,5
458921,8,5,1
458929,18,1,1
458947,10,1,5
458957,2,5,1
458959,4,1,5
458963,8,5,1
458971,6,1,1
458977,4,1,5
458981,6,5,5
458987,6,5,5
458993,14,5,1
459007,6,1,1
459013,10,1,5
459023,6,5,5
459029,2,5,1
459031,6,1,1
459037,10,1,5
459047,42,5,5
459089,2,5,1
459091,22,1,5
459113,14,5,1
459127,40,1,5
459167,2,5,1
459169,12,1,1
459181,28,1,5
459209,14,5,1
459223,6,1,1
459229,4,1,5
459233,24,5,5
459257,14,5,1
459271,22,1,5
459293,8,5,1
459301,12,1,1
459313,4,1,5
459317,20,5,1
459337,4,1,5
459341,2,5,1
459343,10,1,5
459353,20,5,1
459373,4,1,5
459377,6,5,5
459383,14,5,1
459397,24,1,1
459421,6,1,1
459427,16,1,5
459443,20,5,1
459463,4,1,5
459467,2,5,1
459469,10,1,5
459479,30,5,5
459509,12,5,5
459521,2,5,1
459523,70,1,5
459593,14,5,1
459607,4,1,5
459611,8,5,1
459619,4,1,5
459623,8,5,1
459631,16,1,5
459647,2,5,1
459649,22,1,5
459671,6,5,5
459677,14,5,1
459691,12,1,1
459703,46,1,5
459749,14,5,1
459763,28,1,5
459791,12,5,5
459803,14,5,1
459817,12,1,1
459829,12,1,1
459841,6,1,1
459847,36,1,1
459883,30,1,1
459913,10,1,5
459923,6,5,5
459929,8,5,1
459937,24,1,1
459961,52,1,5
460013,26,5,1
460039,12,1,1
460051,12,1,1
460063,10,1,5
460073,6,5,5
460079,2,5,1
460081,6,1,1
460087,4,1,5
460091,8,5,1
460099,12,1,1
460111,16,1,5
460127,20,5,1
460147,10,1,5
460157,14,5,1
460171,10,1,5
460181,8,5,1
460189,22,1,5
460211,6,5,5
460217,14,5,1
460231,16,1,5
460247,20,5,1
460267,22,1,5
460289,8,5,1
460297,4,1,5
460301,36,5,5
460337,12,5,5
460349,24,5,5
460373,6,5,5
460379,8,5,1
460387,6,1,1
460393,10,1,5
460403,6,5,5
460409,8,5,1
460417,34,1,5
460451,12,5,5
460463,14,5,1
460477,54,1,1
460531,12,1,1
460543,18,1,1
460561,10,1,5
460571,18,5,5
460589,20,5,1
460609,10,1,5
460619,8,5,1
460627,6,1,1
460633,4,1,5
460637,6,5,5
460643,14,5,1
460657,16,1,5
460673,24,5,5
460697,12,5,5
460709,2,5,1
460711,10,1,5
460721,50,5,1
460771,6,1,1
460777,10,1,5
460787,6,5,5
460793,20,5,1
460813,16,1,5
460829,12,5,5
460841,2,5,1
460843,28,1,5
460871,20,5,1
460891,12,1,1
460903,4,1,5
460907,6,5,5
460913,6,5,5
460919,18,5,5
460937,12,5,5
460949,2,5,1
460951,18,1,1
460969,4,1,5
460973,6,5,5
460979,2,5,1
460981,6,1,1
460987,4,1,5
460991,18,5,5
461009,2,5,1
461011,6,1,1
461017,34,1,5
461051,2,5,1
461053,6,1,1
461059,34,1,5
461093,8,5,1
461101,18,1,1
461119,24,1,1
461143,4,1,5
461147,24,5,5
461171,12,5,5
461183,8,5,1
461191,16,1,5
461207,26,5,1
461233,6,1,1
461239,18,1,1
461257,12,1,1
461269,4,1,5
461273,24,5,5
461297,2,5,1
461299,10,1,5
461309,8,5,1
461317,6,1,1
461323,4,1,5
461327,6,5,5
461333,26,5,1
461359,22,1,5
461381,12,5,5
461393,14,5,1
461407,4,1,5
461411,2,5,1
461413,24,1,1
461437,4,1,5
461441,2,5,1
461443,24,1,1
461467,12,1,1
461479,28,1,5
461507,14,5,1
461521,40,1,5
461561,8,5,1
461569,12,1,1
461581,18,1,1
461599,4,1,5
461603,6,5,5
461609,18,5,5
461627,12,5,5
461639,14,5,1
461653,24,1,1
461677,10,1,5
461687,2,5,1
461689,4,1,5
461693,14,5,1
461707,10,1,5
461717,84,5,5
461801,2,5,1
461803,16,1,5
461819,24,5,5
461843,18,5,5
461861,26,5,1
461887,4,1,5
461891,26,5,1
461917,4,1,5
461921,12,5,5
461933,24,5,5
461957,14,5,1
461971,6,1,1
461977,6,1,1
461983,30,1,1
462013,28,1,5
462041,26,5,1
462067,6,1,1
462073,6,1,1
462079,18,1,1
462097,6,1,1
462103,6,1,1
462109,4,1,5
462113,18,5,5
462131,18,5,5
462149,32,5,1
462181,10,1,5
462191,8,5,1
462199,22,1,5
462221,18,5,5
462239,24,5,5
462263,8,5,1
462271,36,1,1
462307,4,1,5
462311,20,5,1
462331,6,1,1
462337,24,1,1
462361,12,1,1
462373,4,1,5
462377,24,5,5
462401,8,5,1
462409,10,1,5
462419,2,5,1
462421,16,1,5
462437,6,5,5
462443,24,5,5
462467,14,5,1
462481,10,1,5
462491,2,5,1
462493,6,1,1
462499,30,1,1
462529,12,1,1
462541,6,1,1
462547,10,1,5
462557,12,5,5
462569,2,5,1
462571,6,1,1
462577,12,1,1
462589,18,1,1
462607,22,1,5
462629,12,5,5
462641,2,5,1
462643,10,1,5
462653,6,5,5
462659,8,5,1
462667,6,1,1
462673,4,1,5
462677,20,5,1
462697,16,1,5
462713,6,5,5
462719,8,5,1
462727,6,1,1
462733,6,1,1
462739,34,1,5
462773,54,5,5
462827,14,5,1
462841,10,1,5
462851,12,5,5
462863,8,5,1
462871,10,1,5
462881,6,5,5
462887,12,5,5
462899,2,5,1
462901,10,1,5
462911,26,5,1
462937,10,1,5
462947,6,5,5
462953,30,5,5
462983,20,5,1
463003,28,1,5
463031,2,5,1
463033,60,1,1
463093,10,1,5
463103,54,5,5
463157,24,5,5
463181,8,5,1
463189,18,1,1
463207,6,1,1
463213,6,1,1
463219,12,1,1
463231,6,1,1
463237,10,1,5
463247,2,5,1
463249,12,1,1
463261,22,1,5
463283,8,5,1
463291,6,1,1
463297,6,1,1
463303,10,1,5
463313,6,5,5
463319,2,5,1
463321,18,1,1
463339,4,1,5
463343,20,5,1
463363,24,1,1
463387,12,1,1
463399,34,1,5
463433,14,5,1
463447,4,1,5
463451,2,5,1
463453,4,1,5
463457,2,5,1
463459,24,1,1
463483,18,1,1
463501,10,1,5
463511,2,5,1
463513,10,1,5
463523,8,5,1
463531,6,1,1
463537,12,1,1
463549,30,1,1
463579,34,1,5
463613,14,5,1
463627,6,1,1
463633,10,1,5
463643,6,5,5
463649,14,5,1
463663,16,1,5
463679,14,5,1
463693,18,1,1
463711,6,1,1
463717,24,1,1
463741,6,1,1
463747,6,1,1
463753,10,1,5
463763,18,5,5
463781,6,5,5
463787,20,5,1
463807,16,1,5
463823,6,5,5
463829,2,5,1
463831,18,1,1
463849,12,1,1
463861,6,1,1
463867,6,1,1
463873,16,1,5
463889,2,5,1
463891,16,1,5
463907,12,5,5
463919,2,5,1
463921,28,1,5
463949,14,5,1
463963,10,1,5
463973,14,5,1
463987,6,1,1
463993,10,1,5
464003,8,5,1
464011,10,1,5
464021,12,5,5
464033,14,5,1
464047,22,1,5
464069,12,5,5
464081,8,5,1
464089,30,1,1
464119,10,1,5
464129,2,5,1
464131,6,1,1
464137,4,1,5
464141,2,5,1
464143,28,1,5
464171,2,5,1
464173,24,1,1
464197,4,1,5
464201,12,5,5
464213,24,5,5
464237,14,5,1
464251,6,1,1
464257,6,1,1
464263,16,1,5
464279,2,5,1
464281,10,1,5
464291,18,5,5
464309,2,5,1
464311,16,1,5
464327,24,5,5
464351,20,5,1
464371,10,1,5
464381,2,5,1
464383,30,1,1
464413,6,1,1
464419,18,1,1
464437,10,1,5
464447,12,5,5
464459,8,5,1
464467,12,1,1
464479,4,1,5
464483,38,5,1
464521,16,1,5
464537,2,5,1
464539,10,1,5
464549,8,5,1
464557,4,1,5
464561,26,5,1
464587,4,1,5
464591,12,5,5
464603,14,5,1
464617,4,1,5
464621,26,5,1
464647,16,1,5
464663,24,5,5
464687,12,5,5
464699,42,5,5
464741,6,5,5
464747,2,5,1
464749,4,1,5
464753,14,5,1
464767,4,1,5
464771,2,5,1
464773,4,1,5
464777,24,5,5
464801,2,5,1
464803,6,1,1
464809,4,1,5
464813,6,5,5
464819,24,5,5
464843,14,5,1
464857,22,1,5
464879,18,5,5
464897,12,5,5
464909,8,5,1
464917,6,1,1
464923,4,1,5
464927,12,5,5
464939,2,5,1
464941,10,1,5
464951,2,5,1
464953,10,1,5
464963,20,5,1
464983,10,1,5
464993,6,5,5
464999,8,5,1
465007,4,1,5
465011,2,5,1
465013,6,1,1
465019,22,1,5
465041,20,5,1
465061,6,1,1
465067,4,1,5
465071,6,5,5
465077,2,5,1
465079,10,1,5
465089,18,5,5
465107,12,5,5
465119,14,5,1
465133,18,1,1
465151,10,1,5
465161,2,5,1
465163,4,1,5
465167,2,5,1
465169,4,1,5
465173,14,5,1
465187,22,1,5
465209,2,5,1
465211,48,1,1
465259,12,1,1
465271,6,1,1
465277,4,1,5
465281,12,5,5
465293,6,5,5
465299,18,5,5
465317,2,5,1
465319,12,1,1
465331,6,1,1
465337,36,1,1
465373,6,1,1
465379,4,1,5
465383,24,5,5
465407,12,5,5
465419,14,5,1
465433,30,1,1
465463,6,1,1
465469,54,1,1
465523,6,1,1
465529,12,1,1
465541,10,1,5
465551,30,5,5
465581,6,5,5
465587,24,5,5
465611,20,5,1
465631,12,1,1
465643,6,1,1
465649,10,1,5
465659,20,5,1
465679,22,1,5
465701,20,5,1
465721,18,1,1
465739,4,1,5
465743,18,5,5
465761,20,5,1
465781,16,1,5
465797,2,5,1
465799,10,1,5
465809,12,5,5
465821,12,5,5
465833,8,5,1
465841,46,1,5
465887,6,5,5
465893,8,5,1
465901,16,1,5
465917,12,5,5
465929,2,5,1
465931,16,1,5
465947,30,5,5
465977,12,5,5
465989,20,5,1
466009,10,1,5
466019,8,5,1
466027,6,1,1
466033,10,1,5
466043,18,5,5
466061,8,5,1
466069,4,1,5
466073,6,5,5
466079,8,5,1
466087,4,1,5
466091,30,5,5
466121,18,5,5
466139,14,5,1
466153,18,1,1
466171,10,1,5
466181,2,5,1
466183,18,1,1
466201,42,1,1
466243,4,1,5
466247,14,5,1
466261,6,1,1
466267,6,1,1
466273,10,1,5
466283,20,5,1
466303,18,1,1
466321,10,1,5
466331,8,5,1
466339,18,1,1
466357,12,1,1
466369,4,1,5
466373,36,5,5
466409,14,5,1
466423,18,1,1
466441,10,1,5
466451,32,5,1
466483,34,1,5
466517,20,5,1
466537,10,1,5
466547,6,5,5
466553,8,5,1
466561,6,1,1
466567,6,1,1
466573,6,1,1
466579,24,1,1
466603,16,1,5
466619,18,5,5
466637,12,5,5
466649,2,5,1
466651,22,1,5
466673,44,5,1
466717,6,1,1
466723,6,1,1
466729,4,1,5
466733,14,5,1
466747,4,1,5
466751,26,5,1
466777,10,1,5
466787,14,5,1
466801,18,1,1
466819,34,1,5
466853,6,5,5
466859,38,5,1
466897,12,1,1
466909,4,1,5
466913,6,5,5
466919,32,5,1
466951,6,1,1
466957,40,1,5
466997,6,5,5
467003,6,5,5
467009,8,5,1
467017,4,1,5
467021,42,5,5
467063,18,5,5
467081,2,5,1
467083,18,1,1
467101,18,1,1
467119,4,1,5
467123,18,5,5
467141,6,5,5
467147,24,5,5
467171,12,5,5
467183,14,5,1
467197,12,1,1
467209,4,1,5
467213,24,5,5
467237,2,5,1
467239,22,1,5
467261,32,5,1
467293,4,1,5
467297,20,5,1
467317,12,1,1
467329,4,1,5
467333,20,5,1
467353,18,1,1
467371,28,1,5
467399,18,5,5
467417,14,5,1
467431,6,1,1
467437,10,1,5
467447,24,5,5
467471,2,5,1
467473,4,1,5
467477,2,5,1
467479,12,1,1
467491,6,1,1
467497,6,1,1
467503,4,1,5
467507,20,5,1
467527,4,1,5
467531,12,5,5
467543,6,5,5
467549,8,5,1
467557,30,1,1
467587,4,1,5
467591,20,5,1
467611,6,1,1
467617,10,1,5
467627,2,5,1
467629,4,1,5
467633,8,5,1
467641,10,1,5
467651,6,5,5
467657,12,5,5
467669,2,5,1
467671,10,1,5
467681,8,5,1
467689,10,1,5
467699,14,5,1
467713,16,1,5
467729,8,5,1
467737,6,1,1
467743,6,1,1
467749,24,1,1
467773,10,1,5
467783,30,5,5
467813,14,5,1
467827,6,1,1
467833,34,1,5
467867,2,5,1
467869,10,1,5
467879,2,5,1
467881,12,1,1
467893,4,1,5
467897,2,5,1
467899,4,1,5
467903,24,5,5
467927,14,5,1
467941,12,1,1
467953,10,1,5
467963,14,5,1
467977,24,1,1
468001,10,1,5
468011,8,5,1
468019,10,1,5
468029,20,5,1
468049,10,1,5
468059,8,5,1
468067,4,1,5
468071,8,5,1
468079,28,1,5
468107,2,5,1
468109,4,1,5
468113,8,5,1
468121,12,1,1
468133,4,1,5
468137,14,5,1
468151,6,1,1
468157,16,1,5
468173,14,5,1
468187,4,1,5
468191,8,5,1
468199,40,1,5
468239,2,5,1
468241,12,1,1
468253,18,1,1
468271,6,1,1
468277,12,1,1
468289,30,1,1
468319,4,1,5
468323,30,5,5
468353,6,5,5
468359,12,5,5
468371,18,5,5
468389,32,5,1
468421,18,1,1
468439,12,1,1
468451,12,1,1
468463,10,1,5
468473,18,5,5
468491,2,5,1
468493,6,1,1
468499,10,1,5
468509,18,5,5
468527,24,5,5
468551,6,5,5
468557,20,5,1
468577,4,1,5
468581,12,5,5
468593,6,5,5
468599,14,5,1
468613,6,1,1
468619,4,1,5
468623,18,5,5
468641,6,5,5
468647,6,5,5
468653,8,5,1
468661,6,1,1
468667,16,1,5
468683,8,5,1
468691,6,1,1
468697,6,1,1
468703,6,1,1
468709,10,1,5
468719,18,5,5
468737,2,5,1
468739,22,1,5
468761,12,5,5
468773,8,5,1
468781,22,1,5
468803,14,5,1
468817,4,1,5
468821,20,5,1
468841,10,1,5
468851,8,5,1
468859,10,1,5
468869,14,5,1
468883,4,1,5
468887,2,5,1
468889,4,1,5
468893,6,5,5
468899,14,5,1
468913,40,1,5
468953,14,5,1
468967,6,1,1
468973,10,1,5
468983,26,5,1
469009,22,1,5
469031,6,5,5
469037,32,5,1
469069,30,1,1
469099,22,1,5
469121,6,5,5
469127,14,5,1
469141,12,1,1
469153,16,1,5
469169,24,5,5
469193,14,5,1
469207,12,1,1
469219,10,1,5
469229,8,5,1
469237,4,1,5
469241,12,5,5
469253,14,5,1
469267,12,1,1
469279,4,1,5
469283,20,5,1
469303,18,1,1
469321,10,1,5
469331,20,5,1
469351,12,1,1
469363,4,1,5
469367,2,5,1
469369,10,1,5
469379,18,5,5
469397,14,5,1
469411,18,1,1
469429,10,1,5
469439,18,5,5
469457,30,5,5
469487,14,5,1
469501,28,1,5
469529,12,5,5
469541,2,5,1
469543,18,1,1
469561,22,1,5
469583,6,5,5
469589,24,5,5
469613,14,5,1
469627,4,1,5
469631,18,5,5
469649,8,5,1
469657,16,1,5
469673,14,5,1
469687,4,1,5
469691,26,5,1
469717,6,1,1
469723,24,1,1
469747,6,1,1
469753,4,1,5
469757,12,5,5
469769,18,5,5
469787,6,5,5
469793,8,5,1
469801,10,1,5
469811,12,5,5
469823,18,5,5
469841,8,5,1
469849,28,1,5
469877,2,5,1
469879,12,1,1
469891,16,1,5
469907,12,5,5
469919,20,5,1
469939,18,1,1
469957,12,1,1
469969,10,1,5
469979,14,5,1
469993,28,1,5
470021,18,5,5
470039,20,5,1
470059,18,1,1
470077,4,1,5
470081,2,5,1
470083,4,1,5
470087,2,5,1
470089,42,1,1
470131,18,1,1
470149,4,1,5
470153,8,5,1
470161,6,1,1
470167,12,1,1
470179,22,1,5
470201,6,5,5
470207,2,5,1
470209,4,1,5
470213,6,5,5
470219,8,5,1
470227,16,1,5
470243,8,5,1
470251,12,1,1
470263,16,1,5
470279,18,5,5
470297,2,5,1
470299,4,1,5
470303,14,5,1
470317,16,1,5
470333,14,5,1
470347,12,1,1
470359,30,1,1
470389,10,1,5
470399,12,5,5
470411,2,5,1
470413,4,1,5
470417,12,5,5
470429,14,5,1
470443,4,1,5
470447,6,5,5
470453,8,5,1
470461,10,1,5
470471,2,5,1
470473,16,1,5
470489,12,5,5
470501,12,5,5
470513,8,5,1
470521,10,1,5
470531,8,5,1
470539,12,1,1
470551,28,1,5
470579,14,5,1
470593,4,1,5
470597,2,5,1
470599,10,1,5
470609,12,5,5
470621,6,5,5
470627,20,5,1
470647,4,1,5
470651,2,5,1
470653,10,1,5
470663,6,5,5
470669,20,5,1
470689,22,1,5
470711,8,5,1
470719,12,1,1
470731,18,1,1
470749,30,1,1
470779,4,1,5
470783,8,5,1
470791,28,1,5
470819,12,5,5
470831,6,5,5
470837,26,5,1
470863,4,1,5
470867,14,5,1
470881,6,1,1
470887,4,1,5
470891,12,5,5
470903,24,5,5
470927,6,5,5
470933,8,5,1
470941,6,1,1
470947,10,1,5
470957,2,5,1
470959,34,1,5
470993,6,5,5
470999,8,5,1
471007,34,1,5
471041,20,5,1
471061,12,1,1
471073,16,1,5
471089,2,5,1
471091,10,1,5
471101,36,5,5
471137,2,5,1
471139,22,1,5
471161,12,5,5
471173,6,5,5
471179,8,5,1
471187,6,1,1
471193,16,1,5
471209,8,5,1
471217,24,1,1
471241,12,1,1
471253,6,1,1
471259,18,1,1
471277,4,1,5
471281,2,5,1
471283,16,1,5
471299,2,5,1
471301,12,1,1
471313,40,1,5
471353,36,5,5
471389,2,5,1
471391,12,1,1
471403,4,1,5
471407,32,5,1
471439,12,1,1
471451,16,1,5
471467,14,5,1
471481,6,1,1
471487,16,1,5
471503,6,5,5
471509,12,5,5
471521,12,5,5
471533,6,5,5
471539,14,5,1
471553,18,1,1
471571,18,1,1
471589,4,1,5
471593,14,5,1
471607,10,1,5
471617,2,5,1
471619,22,1,5
471641,8,5,1
471649,10,1,5
471659,12,5,5
471671,2,5,1
471673,4,1,5
471677,6,5,5
471683,14,5,1
471697,6,1,1
471703,16,1,5
471719,2,5,1
471721,28,1,5
471749,20,5,1
471769,12,1,1
471781,10,1,5
471791,12,5,5
471803,14,5,1
471817,24,1,1
471841,6,1,1
471847,6,1,1
471853,18,1,1
471871,22,1,5
471893,8,5,1
471901,6,1,1
471907,16,1,5
471923,6,5,5
471929,2,5,1
471931,12,1,1
471943,6,1,1
471949,10,1,5
471959,38,5,1
471997,22,1,5
472019,8,5,1
472027,24,1,1
472051,6,1,1
472057,6,1,1
472063,4,1,5
472067,36,5,5
472103,8,5,1
472111,12,1,1
472123,4,1,5
472127,6,5,5
472133,6,5,5
472139,12,5,5
472151,8,5,1
472159,4,1,5
472163,26,5,1
472189,4,1,5
472193,54,5,5
472247,2,5,1
472249,4,1,5
472253,8,5,1
472261,12,1,1
472273,16,1,5
472289,12,5,5
472301,8,5,1
472309,10,1,5
472319,12,5,5
472331,2,5,1
472333,16,1,5
472349,20,5,1
472369,22,1,5
472391,2,5,1
472393,6,1,1
472399,12,1,1
472411,10,1,5
472421,36,5,5
472457,12,5,5
472469,8,5,1
472477,46,1,5
472523,18,5,5
472541,2,5,1
472543,16,1,5
472559,2,5,1
472561,12,1,1
472573,24,1,1
472597,34,1,5
472631,8,5,1
472639,4,1,5
472643,26,5,1
472669,18,1,1
472687,4,1,5
472691,6,5,5
472697,12,5,5
472709,2,5,1
472711,10,1,5
472721,20,5,1
472741,10,1,5
472751,12,5,5
472763,30,5,5
472793,6,5,5
472799,18,5,5
472817,14,5,1
472831,6,1,1
472837,10,1,5
472847,12,5,5
472859,24,5,5
472883,24,5,5
472907,2,5,1
472909,12,1,1
472921,16,1,5
472937,2,5,1
472939,24,1,1
472963,30,1,1
472993,16,1,5
473009,12,5,5
473021,6,5,5
473027,62,5,1
473089,12,1,1
473101,16,1,5
473117,24,5,5
473141,6,5,5
473147,12,5,5
473159,8,5,1
473167,6,1,1
473173,18,1,1
473191,6,1,1
473197,4,1,5
473201,2,5,1
473203,16,1,5
473219,8,5,1
473227,30,1,1
473257,22,1,5
473279,8,5,1
473287,6,1,1
473293,18,1,1
473311,10,1,5
473321,6,5,5
473327,24,5,5
473351,2,5,1
473353,24,1,1
473377,4,1,5
473381,2,5,1
473383,28,1,5
473411,8,5,1
473419,22,1,5
473441,2,5,1
473443,10,1,5
473453,18,5,5
473471,6,5,5
473477,2,5,1
473479,18,1,1
473497,6,1,1
473503,4,1,5
473507,6,5,5
473513,6,5,5
473519,8,5,1
473527,4,1,5
473531,2,5,1
473533,16,1,5
473549,30,5,5
473579,18,5,5
473597,14,5,1
473611,6,1,1
473617,16,1,5
473633,14,5,1
473647,12,1,1
473659,60,1,1
473719,4,1,5
473723,6,5,5
473729,12,5,5
473741,2,5,1
473743,18,1,1
473761,28,1,5
473789,44,5,1
473833,6,1,1
473839,18,1,1
473857,4,1,5
473861,6,5,5
473867,20,5,1
473887,12,1,1
473899,12,1,1
473911,12,1,1
473923,4,1,5
473927,2,5,1
473929,10,1,5
473939,12,5,5
473951,2,5,1
473953,18,1,1
473971,10,1,5
473981,6,5,5
473987,12,5,5
473999,18,5,5
474017,12,5,5
474029,8,5,1
474037,6,1,1
474043,6,1,1
474049,10,1,5
474059,14,5,1
474073,4,1,5
474077,24,5,5
474101,18,5,5
474119,8,5,1
474127,10,1,5
474137,6,5,5
474143,8,5,1
474151,12,1,1
474163,6,1,1
474169,28,1,5
474197,14,5,1
474211,12,1,1
474223,18,1,1
474241,22,1,5
474263,26,5,1
474289,18,1,1
474307,4,1,5
474311,8,5,1
474319,18,1,1
474337,6,1,1
474343,4,1,5
474347,12,5,5
474359,20,5,1
474379,10,1,5
474389,2,5,1
474391,22,1,5
474413,20,5,1
474433,4,1,5
474437,6,5,5
474443,36,5,5
474479,12,5,5
474491,6,5,5
474497,2,5,1
474499,4,1,5
474503,30,5,5
474533,8,5,1
474541,6,1,1
474547,10,1,5
474557,12,5,5
474569,2,5,1
474571,10,1,5
474581,2,5,1
474583,36,1,1
474619,10,1,5
474629,18,5,5
474647,12,5,5
474659,8,5,1
474667,4,1,5
474671,36,5,5
474707,2,5,1
474709,28,1,5
474737,14,5,1
474751,6,1,1
474757,12,1,1
474769,10,1,5
474779,8,5,1
474787,22,1,5
474809,2,5,1
474811,28,1,5
474839,8,5,1
474847,10,1,5
474857,42,5,5
474899,8,5,1
474907,4,1,5
474911,6,5,5
474917,6,5,5
474923,8,5,1
474931,6,1,1
474937,4,1,5
474941,8,5,1
474949,10,1,5
474959,18,5,5
474977,6,5,5
474983,54,5,5
475037,14,5,1
475051,22,1,5
475073,8,5,1
475081,10,1,5
475091,2,5,1
475093,10,1,5
475103,6,5,5
475109,32,5,1
475141,6,1,1
475147,4,1,5
475151,8,5,1
475159,10,1,5
475169,38,5,1
475207,12,1,1
475219,10,1,5
475229,14,5,1
475243,28,1,5
475271,2,5,1
475273,10,1,5
