p,gap,res_mod30,next_res_mod30
160309,4,19,23
160313,6,23,29
160319,24,29,23
160343,14,23,7
160357,10,7,17
160367,6,17,23
160373,14,23,7
160387,10,7,17
160397,6,17,23
160403,6,23,29
160409,14,29,13
160423,18,13,1
160441,12,1,13
160453,28,13,11
160481,2,11,13
160483,16,13,29
160499,8,29,7
160507,34,7,11
160541,12,11,23
160553,26,23,19
160579,4,19,23
160583,8,23,1
160591,12,1,13
160603,16,13,29
160619,2,29,1
160621,6,1,7
160627,10,7,17
160637,2,17,19
160639,10,19,29
160649,2,29,1
160651,12,1,13
160663,6,13,19
160669,12,19,1
160681,6,1,7
160687,10,7,17
160697,12,17,29
160709,2,29,1
160711,12,1,13
160723,16,13,29
160739,12,29,11
160751,2,11,13
160753,4,13,17
160757,24,17,11
160781,8,11,19
160789,18,19,7
160807,6,7,13
160813,4,13,17
160817,12,17,29
160829,12,29,11
160841,20,11,1
160861,16,1,17
160877,2,17,19
160879,4,19,23
160883,20,23,13
160903,4,13,17
160907,26,17,13
160933,34,13,17
160967,2,17,19
160969,12,19,1
160981,16,1,17
160997,12,17,29
161009,8,29,7
161017,16,7,23
161033,6,23,29
161039,8,29,7
161047,6,7,13
161053,6,13,19
161059,12,19,1
161071,16,1,17
161087,6,17,23
161093,30,23,23
161123,14,23,7
161137,4,7,11
161141,8,11,19
161149,10,19,29
161159,8,29,7
161167,34,7,11
161201,20,11,1
161221,12,1,13
161233,4,13,17
161237,26,17,13
161263,4,13,17
161267,14,17,1
161281,22,1,23
161303,6,23,29
161309,14,29,13
161323,10,13,23
161333,6,23,29
161339,2,29,1
161341,22,1,23
161363,14,23,7
161377,10,7,17
161387,20,17,7
161407,4,7,11
161411,42,11,23
161453,6,23,29
161459,2,29,1
161461,10,1,11
161471,32,11,13
161503,4,13,17
161507,14,17,1
161521,6,1,7
161527,4,7,11
161531,12,11,23
161543,18,23,11
161561,2,11,13
161563,6,13,19
161569,4,19,23
161573,18,23,11
161591,8,11,19
161599,12,19,1
161611,16,1,17
161627,12,17,29
161639,2,29,1
161641,18,1,19
161659,24,19,13
161683,34,13,17
161717,12,17,29
161729,2,29,1
161731,10,1,11
161741,2,11,13
161743,10,13,23
161753,8,23,1
161761,10,1,11
161771,2,11,13
161773,6,13,19
161779,4,19,23
161783,24,23,17
161807,24,17,11
161831,8,11,19
161839,30,19,19
161869,4,19,23
161873,6,23,29
161879,2,29,1
161881,30,1,1
161911,10,1,11
161921,2,11,13
161923,24,13,7
161947,10,7,17
161957,12,17,29
161969,2,29,1
161971,6,1,7
161977,6,7,13
161983,16,13,29
161999,8,29,7
162007,4,7,11
162011,6,11,17
162017,36,17,23
162053,6,23,29
162059,20,29,19
162079,12,19,1
162091,18,1,19
162109,10,19,29
162119,24,29,23
162143,66,23,29
162209,12,29,11
162221,8,11,19
162229,22,19,11
162251,6,11,17
162257,6,17,23
162263,6,23,29
162269,8,29,7
162277,10,7,17
162287,2,17,19
162289,4,19,23
162293,50,23,13
162343,16,13,29
162359,30,29,29
162389,2,29,1
162391,22,1,23
162413,6,23,29
162419,20,29,19
162439,12,19,1
162451,6,1,7
162457,16,7,23
162473,20,23,13
162493,6,13,19
162499,18,19,7
162517,6,7,13
162523,4,13,17
162527,2,17,19
162529,24,19,13
162553,4,13,17
162557,6,17,23
162563,14,23,7
162577,16,7,23
162593,8,23,1
162601,10,1,11
162611,12,11,23
162623,6,23,29
162629,12,29,11
162641,8,11,19
162649,22,19,11
162671,6,11,17
162677,6,17,23
162683,8,23,1
162691,12,1,13
162703,6,13,19
162709,4,19,23
162713,14,23,7
162727,4,7,11
162731,8,11,19
162739,10,19,29
162749,2,29,1
162751,28,1,29
162779,8,29,7
162787,4,7,11
162791,30,11,11
162821,2,11,13
162823,6,13,19
162829,10,19,29
162839,8,29,7
162847,6,7,13
162853,6,13,19
162859,22,19,11
162881,8,11,19
162889,12,19,1
162901,6,1,7
162907,10,7,17
162917,20,17,7
162937,10,7,17
162947,24,17,11
162971,2,11,13
162973,16,13,29
162989,8,29,7
162997,6,7,13
163003,16,13,29
163019,2,29,1
163021,6,1,7
163027,34,7,11
163061,2,11,13
163063,46,13,29
163109,8,29,7
163117,10,7,17
163127,2,17,19
163129,18,19,7
163147,4,7,11
163151,18,11,29
163169,2,29,1
163171,10,1,11
163181,12,11,23
163193,6,23,29
163199,12,29,11
163211,12,11,23
163223,20,23,13
163243,6,13,19
163249,10,19,29
163259,48,29,17
163307,2,17,19
163309,12,19,1
163321,6,1,7
163327,10,7,17
163337,14,17,1
163351,12,1,13
163363,4,13,17
163367,26,17,13
163393,10,13,23
163403,6,23,29
163409,2,29,1
163411,6,1,7
163417,16,7,23
163433,36,23,29
163469,8,29,7
163477,4,7,11
163481,2,11,13
163483,4,13,17
163487,30,17,17
163517,26,17,13
163543,18,13,1
163561,6,1,7
163567,6,7,13
163573,28,13,11
163601,12,11,23
163613,8,23,1
163621,6,1,7
163627,6,7,13
163633,4,13,17
163637,6,17,23
163643,18,23,11
163661,12,11,23
163673,6,23,29
163679,18,29,17
163697,32,17,19
163729,4,19,23
163733,8,23,1
163741,12,1,13
163753,18,13,1
163771,10,1,11
163781,8,11,19
163789,22,19,11
163811,8,11,19
163819,22,19,11
163841,6,11,17
163847,6,17,23
163853,6,23,29
163859,2,29,1
163861,10,1,11
163871,12,11,23
163883,18,23,11
163901,8,11,19
163909,18,19,7
163927,46,7,23
163973,6,23,29
163979,2,29,1
163981,6,1,7
163987,4,7,11
163991,2,11,13
163993,4,13,17
163997,14,17,1
164011,12,1,13
164023,16,13,29
164039,12,29,11
164051,6,11,17
164057,14,17,1
164071,18,1,19
164089,4,19,23
164093,20,23,13
164113,4,13,17
164117,30,17,17
164147,2,17,19
164149,24,19,13
164173,10,13,23
164183,8,23,1
164191,10,1,11
164201,8,11,19
164209,22,19,11
164231,2,11,13
164233,6,13,19
164239,10,19,29
164249,2,29,1
164251,16,1,17
164267,12,17,29
164279,12,29,11
164291,8,11,19
164299,10,19,29
164309,12,29,11
164321,20,11,1
164341,16,1,17
164357,6,17,23
164363,8,23,1
164371,6,1,7
164377,10,7,17
164387,26,17,13
164413,6,13,19
164419,10,19,29
164429,2,29,1
164431,12,1,13
164443,4,13,17
164447,2,17,19
164449,22,19,11
164471,6,11,17
164477,26,17,13
164503,10,13,23
164513,18,23,11
164531,38,11,19
164569,12,19,1
164581,6,1,7
164587,12,7,19
164599,18,19,7
164617,4,7,11
164621,2,11,13
164623,4,13,17
164627,26,17,13
164653,10,13,23
164663,14,23,7
164677,6,7,13
164683,18,13,1
164701,6,1,7
164707,22,7,29
164729,14,29,13
164743,24,13,7
164767,4,7,11
164771,18,11,29
164789,20,29,19
164809,12,19,1
164821,10,1,11
164831,6,11,17
164837,2,17,19
164839,42,19,1
164881,12,1,13
164893,18,13,1
164911,42,1,13
164953,10,13,23
164963,24,23,17
164987,12,17,29
164999,2,29,1
165001,36,1,7
165037,4,7,11
165041,6,11,17
165047,2,17,19
165049,10,19,29
165059,20,29,19
165079,4,19,23
165083,6,23,29
165089,14,29,13
165103,30,13,13
165133,28,13,11
165161,12,11,23
165173,8,23,1
165181,22,1,23
165203,8,23,1
165211,18,1,19
165229,4,19,23
165233,14,23,7
165247,40,7,17
165287,6,17,23
165293,18,23,11
165311,2,11,13
165313,4,13,17
165317,14,17,1
165331,12,1,13
165343,6,13,19
165349,18,19,7
165367,12,7,19
165379,4,19,23
165383,8,23,1
165391,6,1,7
165397,40,7,17
165437,6,17,23
165443,6,23,29
165449,8,29,7
165457,6,7,13
165463,6,13,19
165469,10,19,29
165479,32,29,1
165511,12,1,13
165523,4,13,17
165527,6,17,23
165533,8,23,1
165541,10,1,11
165551,2,11,13
165553,6,13,19
165559,10,19,29
165569,18,29,17
165587,2,17,19
165589,12,19,1
165601,10,1,11
165611,6,11,17
165617,36,17,23
165653,14,23,7
165667,6,7,13
165673,28,13,11
165701,2,11,13
165703,4,13,17
165707,2,17,19
165709,4,19,23
165713,6,23,29
165719,2,29,1
165721,28,1,29
165749,30,29,29
165779,20,29,19
165799,12,19,1
165811,6,1,7
165817,12,7,19
165829,4,19,23
165833,24,23,17
165857,20,17,7
165877,6,7,13
165883,4,13,17
165887,14,17,1
165901,30,1,1
165931,10,1,11
165941,6,11,17
165947,14,17,1
165961,22,1,23
165983,30,23,23
166013,8,23,1
166021,6,1,7
166027,4,7,11
166031,12,11,23
166043,20,23,13
166063,18,13,1
166081,18,1,19
166099,48,19,7
166147,4,7,11
166151,6,11,17
166157,12,17,29
166169,14,29,13
166183,6,13,19
166189,18,19,7
166207,12,7,19
166219,18,19,7
166237,10,7,17
166247,12,17,29
166259,14,29,13
166273,16,13,29
166289,8,29,7
166297,4,7,11
166301,2,11,13
166303,16,13,29
166319,30,29,29
166349,2,29,1
166351,6,1,7
166357,6,7,13
166363,30,13,13
166393,6,13,19
166399,4,19,23
166403,6,23,29
166409,8,29,7
166417,12,7,19
166429,28,19,17
166457,14,17,1
166471,16,1,17
166487,54,17,11
166541,20,11,1
166561,6,1,7
166567,4,7,11
166571,26,11,7
166597,4,7,11
166601,2,11,13
166603,6,13,19
166609,4,19,23
166613,6,23,29
166619,8,29,7
166627,4,7,11
166631,12,11,23
166643,14,23,7
166657,10,7,17
166667,2,17,19
166669,10,19,29
166679,14,29,13
166693,10,13,23
166703,20,23,13
166723,16,13,29
166739,2,29,1
166741,40,1,11
166781,2,11,13
166783,16,13,29
166799,8,29,7
166807,16,7,23
166823,18,23,11
166841,2,11,13
166843,4,13,17
166847,2,17,19
166849,4,19,23
166853,8,23,1
166861,6,1,7
166867,4,7,11
166871,38,11,19
166909,10,19,29
166919,12,29,11
166931,18,11,29
166949,18,29,17
166967,6,17,23
166973,6,23,29
166979,8,29,7
166987,22,7,29
167009,8,29,7
167017,4,7,11
167021,2,11,13
167023,10,13,23
167033,6,23,29
167039,8,29,7
167047,4,7,11
167051,20,11,1
167071,6,1,7
167077,4,7,11
167081,6,11,17
167087,12,17,29
167099,8,29,7
167107,6,7,13
167113,4,13,17
167117,2,17,19
167119,30,19,19
167149,10,19,29
167159,14,29,13
167173,4,13,17
167177,14,17,1
167191,6,1,7
167197,16,7,23
167213,8,23,1
167221,28,1,29
167249,12,29,11
167261,6,11,17
167267,2,17,19
167269,40,19,29
167309,2,29,1
167311,6,1,7
167317,12,7,19
167329,10,19,29
167339,2,29,1
167341,40,1,11
167381,12,11,23
167393,14,23,7
167407,6,7,13
167413,10,13,23
167423,6,23,29
167429,8,29,7
167437,4,7,11
167441,2,11,13
167443,6,13,19
167449,22,19,11
167471,12,11,23
167483,8,23,1
167491,30,1,1
167521,16,1,17
167537,6,17,23
167543,50,23,13
167593,4,13,17
167597,14,17,1
167611,10,1,11
167621,2,11,13
167623,4,13,17
167627,6,17,23
167633,8,23,1
167641,22,1,23
167663,14,23,7
167677,6,7,13
167683,28,13,11
167711,18,11,29
167729,18,29,17
167747,12,17,29
167759,12,29,11
167771,6,11,17
167777,2,17,19
167779,22,19,11
167801,8,11,19
167809,52,19,11
167861,2,11,13
167863,10,13,23
167873,6,23,29
167879,8,29,7
167887,4,7,11
167891,8,11,19
167899,12,19,1
167911,6,1,7
167917,36,7,13
167953,18,13,1
167971,16,1,17
167987,26,17,13
168013,10,13,23
168023,6,23,29
168029,8,29,7
168037,6,7,13
168043,24,13,7
168067,4,7,11
168071,12,11,23
168083,6,23,29
168089,20,29,19
168109,18,19,7
168127,16,7,23
168143,8,23,1
168151,42,1,13
168193,4,13,17
168197,14,17,1
168211,16,1,17
168227,20,17,7
168247,6,7,13
168253,10,13,23
168263,6,23,29
168269,8,29,7
168277,4,7,11
168281,12,11,23
168293,30,23,23
168323,8,23,1
168331,16,1,17
168347,6,17,23
168353,38,23,1
168391,18,1,19
168409,24,19,13
168433,16,13,29
168449,2,29,1
168451,6,1,7
168457,6,7,13
168463,18,13,1
168481,10,1,11
168491,8,11,19
168499,24,19,13
168523,4,13,17
168527,6,17,23
168533,8,23,1
168541,18,1,19
168559,40,19,29
168599,2,29,1
168601,16,1,17
168617,12,17,29
168629,2,29,1
168631,12,1,13
168643,30,13,13
168673,4,13,17
168677,20,17,7
168697,16,7,23
168713,6,23,29
168719,12,29,11
168731,6,11,17
168737,6,17,23
168743,18,23,11
168761,8,11,19
168769,12,19,1
168781,22,1,23
168803,48,23,11
168851,12,11,23
168863,6,23,29
168869,18,29,17
168887,6,17,23
168893,6,23,29
168899,2,29,1
168901,12,1,13
168913,24,13,7
168937,6,7,13
168943,34,13,17
168977,14,17,1
168991,12,1,13
169003,4,13,17
169007,2,17,19
169009,10,19,29
169019,30,29,29
169049,14,29,13
169063,4,13,17
169067,2,17,19
169069,10,19,29
169079,14,29,13
169093,4,13,17
169097,14,17,1
169111,18,1,19
169129,22,19,11
169151,8,11,19
169159,18,19,7
169177,4,7,11
169181,18,11,29
169199,18,29,17
169217,2,17,19
169219,22,19,11
169241,2,11,13
169243,6,13,19
169249,10,19,29
169259,24,29,23
169283,24,23,17
169307,6,17,23
169313,6,23,29
169319,2,29,1
169321,6,1,7
169327,12,7,19
169339,4,19,23
169343,18,23,11
169361,8,11,19
169369,4,19,23
169373,26,23,19
169399,10,19,29
169409,18,29,17
169427,30,17,17
169457,14,17,1
169471,12,1,13
169483,6,13,19
169489,4,19,23
169493,8,23,1
169501,22,1,23
169523,8,23,1
169531,22,1,23
169553,14,23,7
169567,16,7,23
169583,8,23,1
169591,16,1,17
169607,20,17,7
169627,6,7,13
169633,6,13,19
169639,10,19,29
169649,8,29,7
169657,4,7,11
169661,6,11,17
169667,14,17,1
169681,10,1,11
169691,2,11,13
169693,16,13,29
169709,24,29,23
169733,18,23,11
169751,2,11,13
169753,16,13,29
169769,8,29,7
169777,6,7,13
169783,6,13,19
169789,28,19,17
169817,6,17,23
169823,8,23,1
169831,6,1,7
169837,6,7,13
169843,16,13,29
169859,30,29,29
169889,2,29,1
169891,18,1,19
169909,4,19,23
169913,6,23,29
169919,14,29,13
169933,4,13,17
169937,6,17,23
169943,8,23,1
169951,6,1,7
169957,30,7,7
169987,4,7,11
169991,12,11,23
170003,18,23,11
170021,8,11,19
170029,18,19,7
170047,10,7,17
170057,6,17,23
170063,18,23,11
170081,18,11,29
170099,2,29,1
170101,10,1,11
170111,12,11,23
170123,18,23,11
170141,26,11,7
170167,12,7,19
170179,10,19,29
170189,8,29,7
170197,10,7,17
170207,6,17,23
170213,14,23,7
170227,4,7,11
170231,8,11,19
170239,4,19,23
170243,6,23,29
170249,14,29,13
170263,4,13,17
170267,12,17,29
170279,14,29,13
170293,6,13,19
170299,28,19,17
170327,14,17,1
170341,6,1,7
170347,4,7,11
170351,2,11,13
170353,10,13,23
170363,6,23,29
170369,2,29,1
170371,12,1,13
170383,6,13,19
170389,4,19,23
170393,20,23,13
170413,28,13,11
170441,6,11,17
170447,26,17,13
170473,10,13,23
170483,14,23,7
170497,6,7,13
170503,6,13,19
170509,28,19,17
170537,2,17,19
170539,12,19,1
170551,6,1,7
170557,22,7,29
170579,24,29,23
170603,6,23,29
170609,18,29,17
170627,6,17,23
170633,8,23,1
170641,6,1,7
170647,22,7,29
170669,20,29,19
170689,12,19,1
170701,6,1,7
170707,4,7,11
170711,30,11,11
170741,8,11,19
170749,10,19,29
170759,2,29,1
170761,6,1,7
170767,6,7,13
170773,4,13,17
170777,24,17,11
170801,8,11,19
170809,4,19,23
170813,14,23,7
170827,10,7,17
170837,6,17,23
170843,8,23,1
170851,6,1,7
170857,16,7,23
170873,8,23,1
170881,6,1,7
170887,12,7,19
170899,22,19,11
170921,6,11,17
170927,26,17,13
170953,4,13,17
170957,14,17,1
170971,36,1,7
171007,16,7,23
171023,6,23,29
171029,14,29,13
171043,4,13,17
171047,2,17,19
171049,4,19,23
171053,24,23,17
171077,2,17,19
171079,12,19,1
171091,12,1,13
171103,28,13,11
171131,30,11,11
171161,2,11,13
171163,4,13,17
171167,2,17,19
171169,10,19,29
171179,24,29,23
171203,30,23,23
171233,18,23,11
171251,2,11,13
171253,10,13,23
171263,8,23,1
171271,22,1,23
171293,6,23,29
171299,18,29,17
171317,12,17,29
171329,12,29,11
171341,42,11,23
171383,18,23,11
171401,2,11,13
171403,24,13,7
171427,12,7,19
171439,10,19,29
171449,18,29,17
171467,2,17,19
171469,4,19,23
171473,8,23,1
171481,10,1,11
171491,26,11,7
171517,12,7,19
171529,10,19,29
171539,2,29,1
171541,12,1,13
171553,6,13,19
171559,12,19,1
171571,12,1,13
171583,34,13,17
171617,12,17,29
171629,8,29,7
171637,4,7,11
171641,12,11,23
171653,6,23,29
171659,12,29,11
171671,2,11,13
171673,6,13,19
171679,18,19,7
171697,10,7,17
171707,6,17,23
171713,6,23,29
171719,14,29,13
171733,24,13,7
171757,4,7,11
171761,2,11,13
171763,30,13,13
171793,6,13,19
171799,4,19,23
171803,8,23,1
171811,12,1,13
171823,4,13,17
171827,24,17,11
171851,12,11,23
171863,6,23,29
171869,8,29,7
171877,4,7,11
171881,8,11,19
171889,28,19,17
171917,6,17,23
171923,6,23,29
171929,8,29,7
171937,10,7,17
171947,54,17,11
172001,8,11,19
172009,12,19,1
172021,6,1,7
172027,4,7,11
172031,18,11,29
172049,20,29,19
172069,10,19,29
172079,14,29,13
172093,4,13,17
172097,30,17,17
172127,20,17,7
172147,6,7,13
172153,4,13,17
172157,12,17,29
172169,2,29,1
172171,10,1,11
172181,18,11,29
172199,14,29,13
172213,4,13,17
172217,2,17,19
172219,4,19,23
172223,20,23,13
172243,16,13,29
172259,20,29,19
172279,4,19,23
172283,14,23,7
172297,10,7,17
172307,6,17,23
172313,8,23,1
172321,10,1,11
172331,12,11,23
172343,8,23,1
172351,6,1,7
172357,16,7,23
172373,26,23,19
172399,12,19,1
172411,10,1,11
172421,2,11,13
172423,4,13,17
172427,6,17,23
172433,6,23,29
172439,2,29,1
172441,48,1,19
172489,18,19,7
172507,10,7,17
172517,2,17,19
172519,22,19,11
172541,12,11,23
172553,8,23,1
172561,12,1,13
172573,10,13,23
172583,6,23,29
172589,8,29,7
172597,6,7,13
172603,4,13,17
172607,12,17,29
172619,14,29,13
172633,10,13,23
172643,6,23,29
172649,8,29,7
172657,6,7,13
172663,10,13,23
172673,8,23,1
172681,6,1,7
172687,22,7,29
172709,8,29,7
172717,4,7,11
172721,20,11,1
172741,10,1,11
172751,8,11,19
172759,28,19,17
172787,14,17,1
172801,6,1,7
172807,22,7,29
172829,20,29,19
172849,4,19,23
172853,6,23,29
172859,8,29,7
172867,4,7,11
172871,6,11,17
172877,6,17,23
172883,50,23,13
172933,36,13,19
172969,4,19,23
172973,8,23,1
172981,6,1,7
172987,6,7,13
172993,6,13,19
172999,22,19,11
173021,2,11,13
173023,16,13,29
173039,14,29,13
173053,6,13,19
173059,22,19,11
173081,6,11,17
173087,12,17,29
173099,38,29,7
173137,4,7,11
173141,8,11,19
173149,28,19,17
173177,6,17,23
173183,6,23,29
173189,2,29,1
173191,16,1,17
173207,2,17,19
173209,10,19,29
173219,30,29,29
173249,14,29,13
173263,4,13,17
173267,6,17,23
173273,18,23,11
173291,2,11,13
173293,4,13,17
173297,12,17,29
173309,38,29,7
173347,10,7,17
173357,2,17,19
173359,70,19,29
173429,2,29,1
173431,42,1,13
173473,10,13,23
173483,8,23,1
173491,6,1,7
173497,4,7,11
173501,30,11,11
173531,8,11,19
173539,4,19,23
173543,6,23,29
173549,12,29,11
173561,12,11,23
173573,26,23,19
173599,18,19,7
173617,12,7,19
173629,18,19,7
173647,4,7,11
173651,8,11,19
173659,10,19,29
173669,2,29,1
173671,12,1,13
173683,4,13,17
173687,12,17,29
173699,8,29,7
173707,6,7,13
173713,16,13,29
173729,12,29,11
173741,2,11,13
173743,30,13,13
173773,4,13,17
173777,2,17,19
173779,4,19,23
173783,24,23,17
173807,12,17,29
173819,8,29,7
173827,12,7,19
173839,12,19,1
173851,10,1,11
173861,6,11,17
173867,24,17,11
173891,6,11,17
173897,12,17,29
173909,8,29,7
173917,6,7,13
173923,10,13,23
173933,36,23,29
173969,8,29,7
173977,4,7,11
173981,12,11,23
173993,14,23,7
174007,10,7,17
174017,2,17,19
174019,28,19,17
174047,2,17,19
174049,12,19,1
174061,6,1,7
174067,4,7,11
174071,6,11,17
174077,2,17,19
174079,12,19,1
174091,10,1,11
174101,20,11,1
174121,16,1,17
174137,6,17,23
174143,6,23,29
174149,8,29,7
174157,12,7,19
174169,28,19,17
174197,24,17,11
174221,20,11,1
174241,16,1,17
174257,2,17,19
174259,4,19,23
174263,18,23,11
174281,8,11,19
174289,10,19,29
174299,12,29,11
174311,18,11,29
174329,2,29,1
174331,6,1,7
174337,10,7,17
174347,20,17,7
174367,22,7,29
174389,18,29,17
174407,6,17,23
174413,18,23,11
174431,12,11,23
174443,14,23,7
174457,10,7,17
174467,2,17,19
174469,12,19,1
174481,6,1,7
174487,4,7,11
174491,36,11,17
174527,6,17,23
174533,36,23,29
174569,2,29,1
174571,12,1,13
174583,16,13,29
174599,14,29,13
174613,4,13,17
174617,14,17,1
174631,6,1,7
174637,12,7,19
174649,4,19,23
174653,6,23,29
174659,14,29,13
174673,6,13,19
174679,24,19,13
174703,18,13,1
174721,16,1,17
174737,12,17,29
174749,12,29,11
174761,2,11,13
174763,4,13,17
174767,6,17,23
174773,26,23,19
174799,22,19,11
174821,8,11,19
174829,22,19,11
174851,8,11,19
174859,18,19,7
174877,16,7,23
174893,8,23,1
174901,6,1,7
174907,10,7,17
174917,12,17,29
174929,2,29,1
174931,12,1,13
174943,16,13,29
174959,30,29,29
174989,2,29,1
174991,12,1,13
175003,10,13,23
175013,26,23,19
175039,22,19,11
175061,6,11,17
175067,2,17,19
175069,10,19,29
175079,2,29,1
175081,22,1,23
175103,26,23,19
175129,12,19,1
175141,70,1,11
175211,18,11,29
175229,32,29,1
175261,6,1,7
175267,10,7,17
175277,14,17,1
175291,12,1,13
175303,6,13,19
175309,18,19,7
175327,6,7,13
175333,16,13,29
175349,12,29,11
175361,30,11,11
175391,2,11,13
175393,10,13,23
175403,8,23,1
175411,22,1,23
175433,14,23,7
175447,6,7,13
175453,10,13,23
175463,18,23,11
175481,12,11,23
175493,6,23,29
175499,20,29,19
175519,4,19,23
175523,20,23,13
175543,30,13,13
175573,28,13,11
175601,20,11,1
175621,10,1,11
175631,2,11,13
175633,16,13,29
175649,14,29,13
175663,10,13,23
175673,14,23,7
175687,4,7,11
175691,8,11,19
175699,10,19,29
175709,14,29,13
175723,4,13,17
175727,26,17,13
175753,4,13,17
175757,2,17,19
175759,22,19,11
175781,2,11,13
175783,28,13,11
175811,18,11,29
175829,8,29,7
175837,6,7,13
175843,10,13,23
175853,6,23,29
175859,14,29,13
175873,18,13,1
175891,6,1,7
175897,12,7,19
175909,10,19,29
175919,18,29,17
175937,2,17,19
175939,10,19,29
175949,12,29,11
175961,2,11,13
175963,16,13,29
175979,12,29,11
175991,2,11,13
175993,24,13,7
176017,4,7,11
176021,2,11,13
176023,18,13,1
176041,6,1,7
176047,4,7,11
176051,2,11,13
176053,10,13,23
176063,18,23,11
176081,6,11,17
176087,2,17,19
176089,34,19,23
176123,6,23,29
176129,24,29,23
176153,6,23,29
176159,2,29,1
176161,18,1,19
176179,12,19,1
176191,10,1,11
176201,6,11,17
176207,6,17,23
176213,8,23,1
176221,6,1,7
176227,10,7,17
176237,6,17,23
176243,18,23,11
176261,38,11,19
176299,4,19,23
176303,14,23,7
176317,4,7,11
176321,6,11,17
176327,2,17,19
176329,4,19,23
176333,14,23,7
176347,6,7,13
176353,4,13,17
176357,12,17,29
176369,14,29,13
176383,6,13,19
176389,12,19,1
176401,12,1,13
176413,4,13,17
176417,2,17,19
176419,12,19,1
176431,28,1,29
176459,2,29,1
176461,6,1,7
176467,22,7,29
176489,8,29,7
176497,6,7,13
176503,4,13,17
176507,2,17,19
176509,12,19,1
176521,10,1,11
176531,6,11,17
176537,12,17,29
176549,2,29,1
176551,6,1,7
176557,16,7,23
176573,18,23,11
176591,6,11,17
176597,2,17,19
176599,10,19,29
176609,2,29,1
176611,18,1,19
176629,12,19,1
176641,10,1,11
176651,26,11,7
176677,22,7,29
176699,12,29,11
176711,2,11,13
176713,28,13,11
176741,6,11,17
176747,6,17,23
176753,24,23,17
176777,2,17,19
176779,10,19,29
176789,2,29,1
176791,6,1,7
176797,10,7,17
176807,2,17,19
176809,10,19,29
176819,30,29,29
176849,8,29,7
176857,30,7,7
176887,12,7,19
176899,4,19,23
176903,18,23,11
176921,2,11,13
176923,4,13,17
176927,6,17,23
176933,18,23,11
176951,26,11,7
176977,6,7,13
176983,6,13,19
176989,18,19,7
177007,4,7,11
177011,2,11,13
177013,6,13,19
177019,24,19,13
177043,48,13,1
177091,10,1,11
177101,8,11,19
177109,4,19,23
177113,14,23,7
177127,4,7,11
177131,36,11,17
177167,6,17,23
177173,36,23,29
177209,2,29,1
177211,6,1,7
177217,6,7,13
177223,16,13,29
177239,18,29,17
177257,12,17,29
177269,14,29,13
177283,18,13,1
177301,18,1,19
177319,4,19,23
177323,14,23,7
177337,10,7,17
177347,32,17,19
177379,4,19,23
177383,26,23,19
177409,12,19,1
177421,6,1,7
177427,4,7,11
177431,2,11,13
177433,34,13,17
177467,6,17,23
177473,8,23,1
177481,6,1,7
177487,6,7,13
177493,18,13,1
177511,22,1,23
177533,6,23,29
177539,14,29,13
177553,36,13,19
177589,12,19,1
177601,22,1,23
177623,24,23,17
177647,30,17,17
177677,2,17,19
177679,12,19,1
177691,48,1,19
177739,4,19,23
177743,18,23,11
177761,2,11,13
177763,24,13,7
177787,4,7,11
177791,6,11,17
177797,14,17,1
177811,12,1,13
177823,16,13,29
177839,2,29,1
177841,42,1,13
177883,4,13,17
177887,2,17,19
177889,4,19,23
177893,14,23,7
177907,6,7,13
177913,4,13,17
177917,12,17,29
177929,14,29,13
177943,6,13,19
177949,4,19,23
177953,14,23,7
177967,12,7,19
177979,22,19,11
178001,20,11,1
178021,16,1,17
178037,2,17,19
178039,28,19,17
178067,2,17,19
178069,22,19,11
178091,2,11,13
178093,10,13,23
178103,14,23,7
178117,10,7,17
178127,14,17,1
178141,10,1,11
178151,18,11,29
178169,14,29,13
178183,4,13,17
178187,20,17,7
178207,16,7,23
178223,8,23,1
178231,16,1,17
178247,2,17,19
178249,10,19,29
178259,2,29,1
178261,28,1,29
178289,12,29,11
178301,6,11,17
178307,20,17,7
178327,6,7,13
178333,16,13,29
178349,2,29,1
178351,10,1,11
178361,32,11,13
178393,4,13,17
178397,6,17,23
178403,14,23,7
178417,22,7,29
178439,2,29,1
178441,6,1,7
178447,22,7,29
178469,12,29,11
178481,6,11,17
178487,2,17,19
178489,12,19,1
178501,12,1,13
178513,18,13,1
178531,6,1,7
178537,22,7,29
178559,2,29,1
178561,6,1,7
178567,4,7,11
178571,26,11,7
178597,4,7,11
178601,2,11,13
178603,6,13,19
178609,4,19,23
178613,8,23,1
178621,6,1,7
178627,12,7,19
178639,4,19,23
178643,38,23,1
178681,10,1,11
178691,2,11,13
178693,4,13,17
178697,56,17,13
178753,4,13,17
178757,24,17,11
178781,12,11,23
178793,6,23,29
178799,8,29,7
178807,6,7,13
178813,4,13,17
178817,2,17,19
178819,12,19,1
178831,22,1,23
178853,6,23,29
178859,14,29,13
178873,4,13,17
178877,12,17,29
178889,8,29,7
178897,6,7,13
178903,4,13,17
178907,2,17,19
178909,12,19,1
178921,10,1,11
178931,2,11,13
178933,6,13,19
178939,12,19,1
178951,22,1,23
178973,14,23,7
178987,34,7,11
179021,8,11,19
179029,4,19,23
179033,8,23,1
179041,10,1,11
179051,6,11,17
179057,26,17,13
179083,6,13,19
179089,10,19,29
179099,8,29,7
179107,4,7,11
179111,8,11,19
179119,24,19,13
